"root"	"root_in_comps"	"root_has_verb"	"root_group"	"root_sign"	"root_meaning"	"sanskrit_root"	"sanskrit_root_meaning"	"sanskrit_root_class"	"root_example"	"dhatupatha_num"	"dhatupatha_root"	"dhatupatha_pali"	"dhatupatha_english"	"dhatumanjusa_num"	"dhatumanjusa_root"	"dhatumanjusa_pali"	"dhatumanjusa_english"	"dhatumala_root"	"dhatumala_pali"	"dhatumala_english"	"panini_root"	"panini_sanskrit"	"panini_english"	"note"	"matrix_test"
"√bhā"	""	"･"	"1"	"a"	"shine, speak"	"√bhā"	"shine"	"2"	"paṭibhāti, abhāsi, bhānu"	"367"	"bhā"	"dittiyaṃ"	"shining"	"594"	"bhā"	"dittiyaṃ"	"shining"	"bhā"	"dittiyaṃ"	"shining"	"bhā"	"dīptau"	"shining"	""	"√"
"√bhās 1"	""	"･"	"1"	"a"	"speak"	"√bhāṣ"	"speak"	"1"	"bhāsati, bhāsā samanubhāsanā"	"317"	"bhāsa"	"dittiyaṃ vacane ca"	"shining and speaking"	"467"	"bhāsa"	"<b>vācāya</b> dittiyaṃ"	"<b>speaking</b> and shining"	"bhāsa"	"byattāyaṃ vācāyaṃ"	"articulate speech"	"bhāṣ a"	"vyaktāyām vāci"	"speaking clearly"	""	"√"
"√bhās 2"	""	"･"	"1"	"a"	"shine"	"√bhās"	"shine"	"1"	"pabhāsati, obhāsa, pabhassara"	"317"	"bhāsa"	"dittiyaṃ vacane ca"	"shining and speaking"	"467"	"bhāsa"	"vācāya <b>dittiyaṃ</b>"	"speaking and <b>shining</b>"	"bhāsu"	"dittiyaṃ"	"shining"	"bhāś ṛ"	"dīptau"	"blazing, shining"	""	"√"
"√bhikkh"	""	"･"	"1"	"a"	"beg"	"√bhikṣ"	"beg"	"1"	"bhikkhati, bhikkhu, subhikkha"	"13"	"bhikkha"	"yācane"	"begging"	"26"	"bhikkha"	"yāce"	"begging"	"bhikkha"	"yācane"	"begging"	"bhikṣ a"	"bhikṣāyām alābhe lābhe ca"	"begging, losing and gaining"	""	"√"
"√bhid"	""	"･"	"2"	"ṃa"	"break, split"	"√bhid"	"split"	"1, 7"	"bhindati, bhinna, paṭisambhidā"	"381"	"bhida"	"vidāraṇe"	"splitting"	"616"	"bhida"	"vidāraṇe"	"splitting, breaking apart"	"bhidi"	"vidāraṇe"	"splitting, tearing"	"bhid ir"	"vidāraṇe"	"tearing, breaking, splitting"	""	"√"
"√bhis"	""	"･"	"2"	"ṃa"	"fear"	"√bheṣ √bhyas"	"fear"	"1"	"vibhiṃsana"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"bhisi 1"	"bhaye"	"fearing"	"bhyas a"	"bhaye"	"fearing, dreading"	"related to √bhī"	"√"
"√bhī"	""	"･"	"1"	"a"	"fear"	"√bhī"	"fear"	"1, 3, 10"	"bhāyati, bhaya, bhīma, bherava"	"203"	"bhī"	"bhaye"	"fearing"	"300"	"bhī"	"bhaye"	"fearing"	"bhī"	"bhaye"	"fear"	"ñi bhī"	"bhaye"	"fearing, dreading"	""	"√"
"√bhuj 1"	""	"･"	"2"	"ṃa"	"use, eat, enjoy"	"√bhuj"	"enjoy"	"6, 7"	"bhuñjati, bubhukkhati, bhutta, bhoga, bhojetvā"	"379"	"bhuja"	"pālan’-ajjhohāresu"	"eating to live"	"613"	"bhuja"	"pālana-bhojane"	"protecting and eating"	"bhuja"	"pālana-byavaharaṇesu"	"preserving and eating"	"bhuj a"	"pālana-abhyavahārayoḥ"	"nourishing and taking food"	""	"√"
"√bhuj 2"	""	"･"	"1"	"a"	"bend"	"√bhuj"	"bend"	"6"	"ābhujati, ābhujitvā"	"470"	"bhuja"	"koṭilye"	"being crooked"	"521"	"bhuja"	"koṭille"	"being crooked"	"bhuja"	"koṭille"	"being bent"	"bhuj o"	"kauṭilye"	"being bent or curved"	""	"√"
"√bhus"	""	"×"	"3"	"ya"	"fall heavily"	"√bhṛś √bhraś √bhraṅś"	"fall"	"1, 4"	"bhusa"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. Related to <i>√bhas</i>"	"√"
"√bhuss"	""	"･"	"1"	"a"	"bark"	"√bukk"	"bark"	"10"	"bhussati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. Related to <i>√bhās</i>"	"√"
"√bhū"	""	"･"	"1"	"a"	"be, become"	"√bhū"	"be"	"1"	"bhavati, bhava, vibhava, bhūmi, bhāviyamāna"	"1"	"bhū"	"sattāyaṃ"	"being"	"1"	"bhū"	"sattāyaṃ"	"being"	"bhū"	"sattāyaṃ"	"being, existing"	"bhū"	"sattāyāṃ"	"being"	""	"√"
"√bhūs"	""	"･"	"1"	"a"	"adorn, decorate"	"√bhūṣ"	"attend upon, adorn"	"1"	"vibhūsana"	"315"	"bhūsa"	"alaṃkāre"	"decorating, adorning"	"468"	"bhūsa"	"alaṃkāre"	"decorating, adorning"	"bhūsa"	"alaṅkāre"	"decorating, ornamenting"	"bhūṣ a"	"alaṃkāra"	"decorating"	""	"√"
"√makkh"	""	"･"	"8"	"e, aya"	"rub, erase"	"√mṛkṣ √mrakṣ"	"stroke"	"1, 6"	"makkheti, makkha, makkhaṇa"	"538"	"makkha"	"makkhaṇe"	"smearing"	"749"	"makkha"	"makkhane"	"smearing, coating"	"makkha"	"makkhane"	"smearing"	"mrakṣ a"	"mlecchane"	"speaking barbarously"	""	"√"
"√magg"	""	"･"	"8"	"e, aya"	"seek, search"	"√mārg"	"chase"	"1, 10"	"maggeti, magga"	"541"	"magga"	"anvesane"	"seeking"	"756"	"magga"	"gavesane"	"seeking, searching"	"magga"	"gavesane"	"searching"	"mārg a"	"anveṣaṇe"	"searching"	""	"√"
"√maṅg"	""	"×"	"1"	"a"	"be auspicious"	"√maṅg"	"go"	"1"	"maṅgalaṃ"	"24"	"maṅga"	"maṅgalye"	"being fortunate"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√majj"	""	"･"	"1"	"a"	"rub, polish"	"√mṛj"	"wipe"	"1, 2, 6, 7"	"anumajjati, parimajjati"	"71"	"majja"	"saṃsuddhiyaṃ"	"cleaning"	"84"	"majja"	"saṃsuddhiyaṃ"	"cleaning, purifying"	"majja"	"saṃsuddhiyaṃ"	"cleaning"	"mṛj ū ṭu
masj o"	"śuddhau"	"cleaning"	""	"√"
"√mañc"	""	"×"	"1"	"a"	"hold up, support"	"√mac √mañc"	"purify"	"1"	"mañca"	"-"	"-"	"-"	"-"	"60"	"maci"	"dhāraṇe"	"bearing, supporting"	"maci"	"<b>dhāraṇa</b>-ucchāya-pūjanesu"	"<b>supporting</b>, removing impurities and worshipping"	"mac i"	"dhāraṇocchrāya-
pūjaneṣu
"	"bearing, elevating and worshipping"	"artificial root, denominative of <b>mañca</b>"	"√"
"√maṇ"	""	"･"	"1"	"a"	"abandon"	"-"	"-"	"-"	"maṇati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"maṇa"	"cāge"	"giving up, abandoning"	"-"	"-"	"-"	""	"√"
"√maṇḍ"	""	"･"	"1"	"a"	"adorn"	"√maṇḍ"	"deck"	"1"	"maṇḍa, maṇḍana"	"103"	"maṇḍa"	"bhūsane"	"decorating, adorning"	"141"	"maṇḍa"	"vibhūsane"	"adorning, decorating"	"maḍi"	"veṭhane"	"wrapping, enveloping"	"maḍ i 
vaḍ i"	"vibhājane
veṣṭane (C.)
"	"dividing
encircling"	""	"√"
"√math"	""	"･"	"1"	"a"	"churn, stir"	"√math √manth"	"shake"	"1, 9"	"mathita"	"126"	"matha"	"viloḷane"	"stirring, shaking"	"183"	"matha"	"viloṭane"	"shaking, stirring"	"matha"	"vilothane"	"hurting"	"math e"	"viloḍane"	"stirring up, churning"	""	"√"
"√mad"	""	"･"	"3"	"ya"	"be mad, be intoxicated"	"√mad"	"be exhilarated"	"1, 2, 3, 4"	"pamajjati, pamatta, pamāda"	"412"	"mada"	"ummāde"	"being mad, distracted"	"642"	"mada"	"ummāde"	"being mad, distracted"	"mada"	"ummāda"	"being mad"	"mad ī"	"harṣe"	"being happy"	""	"√"
"√madd"	""	"･"	"1"	"a"	"crush, grind"	"√mṛd √mrad"	"rub, crush"	"1, 9"	"maddati, parimaddana, maddava"	"156"	"madda"	"maddane"	"breaking up"	"211"	"madda"	"maddane"	"crushing, grinding"	"madda"	"maddane"	"crushing, grinding"	"mrad a
mṛd u"	"mardane
mardame"	"crushing, grinding"	""	"√"
"√man"	""	"･"	"3"	"ya"	"think"	"√man"	"think"	"3, 4, 8"	"maññati, atimānī, mano, mata, maññita"	"427"	"mana"	"ñāṇe"	"knowing"	"663"	"mana"	"ñāṇe"	"knowing, understanding"	"mana"	"ñāṇe"	"knowing"	"man a"	"jñāne"	"knowing"	""	"√"
"√mant"	""	"･"	"8"	"e, aya"	"counsel, invite"	"√mantr"	"speak"	"10"	"mantayati, āmanteti, āmantetvā, manta"	"578"	"manta"	"guttabhāsane"	"speaking confidentially"	"810"	"manta"	"guttabhāsana-jānane"	"speaking confidentially and recognizing"	"manta"	"guttabhāsane"	"guarded speaking"	"mantr i"	"guptaparibhāṣaṇe"	"confidential speaking"	"denominative of mantra"	"√"
"√manth"	""	"･"	"1"	"a"	"shake, crush"	"√math √manth"	"shake"	"1, 9"	"abhimantheti, abhimatthati"	"127"	"mantha"	"viloḷane"	"stirring, shaking"	"184"	"mantha"	"viloṭane"	"shaking, stirring"	"mantha"	"viloḷane"	"stirring"	"manth a"	"viloḍane"	"stirring, agitating"	""	"√"
"√mar"	""	"･"	"1"	"a"	"die"	"√mṛ"	"die"	"1"	"marati, mīyati, māretvā, maraṇa, amata, mata"	"245"	"mara"	"pāṇacāge"	"giving up life"	"357"	"mara"	"pāṇacāge"	"abandoning life"	"mara"	"pāṇacāge"	"giving up life"	"mṛ ṅ"	"prāṅatyāge"	"abandoning life"	""	"√"
"√maris"	""	"･"	"8"	"e, aya"	"be patient"	"√mṛṣ"	"endure, bear"	"10"	"marsayati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"marisa"	"titikkhāyaṃ"	"enduring, forgiving"	"mṛṣ a"	"titikṣāyām"	"enduring"	""	"√"
"√mal"	""	"×"	"1"	"a"	"dirty, stain"	"√mlai √mlā"	"relax"	"1, 2, 4"	"mala"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"artificial root, denominative of <b>mala</b>.
Not found in classical Pāḷi grammars."	"√"
"√mas 1"	""	"･"	"1"	"a"	"touch, rub"	"√mṛś"	"touch, feel"	"6"	"āmasati"	"305"	"masa"	"āmasane"	"touching, rubbing"	"436"	"masa"	"āmasane"	"touching, rubbing"	"masa"	"āmasane"	"touching, rubbing"	"mṛś a"	"āmarśaṇe"	"touching, wiping"	""	"√"
"√mas 2"	""	"×"	"1"	"a"	"buzz, hum"	"√maś √miś"	"buzz, hum"	"1"	"makasa"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"masa"	"sadde rose ca"	"making sound and anger"	"maś a"	"śabde roṣakṛte ca"	"making sound and angering"	""	"√"
"√mah 1"	""	"×"	"1"	"a"	"increase"	"√mah √maṅh"	"be great"	"1, 10"	"mahā, mahanta, mahisa"	"-"	"-"	"-"	"-"	"492"	"maha"	"sattāyaṃ"	"being"	"maha"	"vuddhiyaṃ"	"increasing"	"mah i"	"vṛddhau"	"increasing"	""	"√"
"√mah 2"	""	"･"	"1"	"a"	"venerate"	"√mah √maṅh"	"be great"	"1, 10"	"mahati"	"331"	"maha"	"pūjāyaṃ"	"worshipping"	"486"	"maha"	"pūjāyaṃ"	"worshipping"	"maha"	"pūjāyaṃ"	"veneration"	"mah a"	"pūjāyāṃ"	"venerating"	""	"√"
"√mā"	""	"･"	"5"	"nā"	"measure"	"√mā √mi"	"measure"	"2, 3, 4"	"mināti, mita"	"-"	"-"	"-"	"-"	"723"	"mā"	"pamāṇe"	"measuring"	"mā"	"parimāṇe"	"measuring"	"-"	"-"	"-"	""	"√"
"√mi"	""	"･"	"5"	"nā"	"exchange, barter"	"√me"	"exchange"	"1"	"mināti"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√migh"	""	"×"	"1"	"a"	"sprinkle, shower"	"√migh √mih"	"urinate"	"1"	"megha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"artificial root, denominative of <b>megha</b>.
not found in classical Pāḷi grammars."	"√"
"√mitt"	""	"･"	"1"	"a"	"be friendly"	"√mith"	"alternate, altercate"	"1"	"mitta, mettā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√mith"	""	"×"	"1"	"a"	"pair"	"√mith"	"alternate, altercate"	"1"	"methuna"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars."	"√"
"√mid"	""	"･"	"3"	"ya"	"be fat"	"√mid"	"be fat"	"4, 6"	"meda, medeti"	"413"	"mida"	"snehane"	"oiling"	"641"	"mida"	"sinehane"	"oiling"	"mida"	"sinehane"	"sticking"	"ñi mid ā"	"snehane"	"lubricating"	""	"√"
"√milā"	""	"･"	"3"	"ya"	"shrink, wither"	"√mlā √mlai"	"relax"	"2, 4"	"sammilāta"	"440"	"milā"	"gattavināme"	"bending the limbs"	"679"	"milā"	"gattavināme ca"	"bending the limbs"	"mile"	"gattavināme"	"bending the body or limbs"	"mlai"	"harṣakṣaye, gātravināme"	"destroying happiness, bending the limbs"	""	"√"
"√mis"	""	"･"	"1"	"a"	"wink, blink"	"√miṣ"	"wink"	"6"	"nimisati"	"-"	"-"	"-"	"-"	"479"	"misa"	"mīlane"	"shutting"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√miss"	""	"･"	"8"	"e, aya"	"mix, mingle"	"√miśr √mikṣ"	"mix"	"1, 10"	"missa"	"631"	"missa"	"sammisse"	"mixing"	"874"	"missa"	"sammisse"	"mixing"	"missa"	"sammisse"	"mixing"	"miśra"	"saṃparke"	"connecting"	"related to English 'mix'"	"√"
"√mih 1"	""	"･"	"1"	"a"	"urinate, excrete"	"√mih"	"urinate"	"1"	"mīḷha"	"342"	"miha"	"secane"	"sprinkling"	"503"	"miha"	"secane"	"sprinkling"	"miha"	"secane"	"sprinkling"	"mih a"	"secane"	"sprinkling"	""	"√"
"√mih 2"	""	"×"	"1"	"a"	"smile, chuckle"	"√smi"	"smile"	"1"	"mihita"	"328"	"miha"	"īsahasane"	"little laughing, smiling"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√mīl"	""	"･"	"8"	"e, aya"	"close eyes"	"√mīl"	"wink"	"1"	"ummīleti"	"614"	"mīla"	"nimīlane"	"shutting"	"857"	"mīla"	"nimīlane"	"shutting, winking"	"mīla"	"nimelane"	"closing the eyes"	"mīl a"	"nimeṣaṇe"	"shutting the eyes"	""	"√"
"√muc"	""	"･"	"2"	"ṃa"	"release, free"	"√muc"	"release"	"6"	"muñcati, muñcita, mutti, āmutta"	"376"	"muca"	"mocane"	"freeing"	"609"	"muca"	"mocane"	"setting free"	"muca"	"mocane"	"setting free"	"muc ḷ"	"mokṣane"	"to be free"	""	"√"
"√mucch"	""	"･"	"1"	"a"	"thicken, fixate"	"√mūrch √murch"	"thicken"	"1"	"mucchati, mucchita"	"50"	"muccha"	"mohe"	"being deluded, fainting"	"62"	"muccha"	"mohasmiṃ"	"being deluded"	"muccha"	"moha-mucchāsu"	"delusion and fainting"	"murch ā"	"mohasamucchrāyayoḥ"	"fainting and congealing"	"related to √mus"	"√"
"√mujj"	""	"･"	"1"	"a"	"dive, sink, submerge"	"√majj"	"sink"	"1, 6"	"mujjati, nimugga, ummagga"	"70"	"mujja"	"mujjane"	"sinking"	"83"	"mujja"	"mujjane"	"sinking"	"mujja"	"osīdane"	"sinking"	"-"	"-"	"-"	""	"√"
"√muṇḍ"	""	"･"	"1"	"a"	"be bald, shave"	"√muṇḍ"	"cut"	"1"	"muṇḍati, muṇḍaka"	"106"	"muṇḍa"	"khaṇḍane"	"breaking"	"145"	"muḍi"	"khaṇḍane"	"breaking"	"muḍi"	"kaṇḍane"	"breaking, cutting"	"muḍ i"	"khaṇḍane"	"breaking, cutting"	""	"√"
"√mud"	""	"･"	"1"	"*a"	"be soft, be happy"	"√mud"	"be merry"	"1"	"modati, mudita, sammodamāna, mudu"	"146"	"muda"	"tose"	"pleasing"	"209"	"muda"	"santose"	"being pleased"	"muda"	"hāse"	"laughing"	"mud a"	"haṛse"	"laughing"	""	"√"
"√mun"	""	"･"	"5"	"nā"	"think, know"	"√man"	"think"	"8"	"munāti, muta, muni"	"-"	"-"	"-"	"-"	"589"	"muna"	"ñāṇe"	"knowing"	"muna"	"ñāṇe"	"knowing"	"-"	"-"	"-"	""	"√"
"√mus 1"	""	"･"	"3"	"ya"	"lie, forget"	"√mṛṣ"	"not heed"	"1, 4"	"mussati, muṭṭha, sammosa"	"-"	"-"	"-"	"-"	"437"	"musa"	"sammose"	"forgetting"	"-"	"-"	"-"	"-"	"-"	"-"	""	"√"
"√mus 2"	""	"･"	"1"	"a"	"steal"	"√muṣ"	"steal"	"6, 9"	"mosa, mosana"	"491"	"musa"	"theyye"	"stealing"	"574"	"musa"	"theyye"	"stealing"	"musa"	"theyye"	"stealing"	"muṣ a"	"steye"	"stealing"	""	"√"
"√muh"	""	"･"	"3"	"ya"	"be deluded, be confused"	"√muh"	"be crazed"	"4"	"muyhati, moha, mūḷha"	"460"	"muha"	"vecitte"	"being mentally disturbed"	"701"	"muha"	"vecitte"	"mental confusion"	"muha"	"vecitte"	"mental confusion"	"muh a"	"vaicittye"	"being mentally confused, being absent-minded"	""	"√"
"√mūl"	""	"･"	"1"	"a"	"support"	"√mūl"	"be rooted"	"1"	"mūla, mūlika, mūlya"	"-"	"-"	"-"	"-"	"391"	"mūla"	"patiṭṭhāyaṃ"	"supporting, resting"	"mūla"	"patiṭṭhāyaṃ"	"supporting"	"mūl a"	"pratiṣṭhāyām"	"standing firmly"	""	"√"
"√medh 1"	""	"×"	"1"	"a"	"be wise"	"medhā"	"wisdom"	"-"	"medhā, sumedha, medhāvī"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"medha"	"hiṃsāyaṃ <b>saṅgame</b> ca"	"harming and <b>meeting</b>"	"medh ṛ"	"medhā-hiṃsanayoḥ saṃgame ca"	"<b>being</b> <b>learned</b>, harming and meeting"	"artificial root, denominative of <b>medhā</b>"	"√"
"√medh 2"	""	"×"	"1"	"a"	"hurt, harm"	"√mith"	"alternate, altercate"	"1"	"medhaga, assamedha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"medha"	"<b>hiṃsāyaṃ</b> saṅgame ca"	"<b>harming</b> and meeting"	"medh ṛ"	"medhā-<b>hiṃsanayoḥ</b> saṃgame ca"	"being learned, <b>harming</b> and meeting"	""	"√"
"√mokkh"	""	"･"	"1"	"a"	"be freed"	"√mokṣ"	"release"	"1, 10"	"vimokkha, pātimokkha"	"539"	"mokkha 8"	"mocane"	"freeing"	"751"	"mokkha 8"	"moce"	"freeing"	"mokkha"	"muccane"	"setting free"	"-"	"-"	"-"	""	"√"
"√mhi"	""	"･"	"1"	"a"	"smile"	"√smi"	"smile"	"1"	"vimhāpayati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"mhi"	"īsaṃhasane"	"laughing a little"	"ṣmi ṅ"	"īṣaddhasane"	"slightly laughing, smiling"	""	"√"
"√yakkh"	""	"×"	"8"	"e, aya"	"worship"	"√yakṣ"	"press on"	"1, 10"	"yakkha"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"yakkha"	"pūjāyaṃ"	"venerating, honouring"	"yakṣ a"	"pūjāyāṃ"	"worshipping"	"artificial root, denominative of <b>yakkha</b>"	"√"
"√yaj"	""	"･"	"1"	"a"	"honour, sacrifice"	"√yaj"	"offer"	"1, 2"	"yajati, yiṭṭha, yañña, yāga"	"62"	"yaja"	"deva-pūja-saṅgatikaraṇa-dānesu"	"worshipping gods, making sacrifices"	"79"	"yaja"	"devaccane dāna-saṅgatīkaraṇesu ca"	"offering oblations to gods, and making meet"	"yaja"	"devapūja-saṅgatakaraṇa-dānadhammesu"	"worshipping gods, making meet, religious offering"	"yaj a"	"devapūjā-saṃgatikaraṇa-dāneṣu"	"worshipping to gods, making meet and offering"	""	"√"
"√yat 1"	""	"･"	"8"	"e, aya"	"arrange, hand over"	"√yat"	"stretch"	"1, 10"	"niyyāteti"	"580"	"yata"	"niyyātane"	"returning, handing over"	"813"	"yata"	"nīyyātane"	"handing over"	"yata"	"nikāro-<b>pakāresu</b>"	"striking and <b>helping</b>, <b>supporting</b>"	"yat a"	"nikāro-paskārayoḥ"	"striking and supporting?"	"sk niryat"	"√"
"√yat 2"	""	"･"	"1"	"a"	"stretch, strive"	"√yat"	"stretch"	"1, 10"	"yatati"	"121"	"yata"	"yatane"	"striving, endeavouring"	"175"	"yata"	"patiyatane"	"making effort"	"yata"	"patiyatane"	"making effort"	"yat ī"	"prayatne"	"making effort"	""	"√"
"√yam 1"	""	"･"	"1"	"a"	"control, strive, end"	"√yam"	"reach"	"1"	"yama, saññata"	"226"	"yama"	"uparame"	"stopping"	"322"	"yamu"	"uparame nāse"	"stopping and death"	"yamu"	"uparame"	"ceasing, desisting"	"yam a"	"uparame"	"stopping, desisting"	""	"√"
"√yam 2"	""	"･"	"1"	"a"	"support, stretch"	"√yam"	"reach"	"1, 2"	"yamati, anuppavecchati"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"yama"	"parivesane"	"attending, feeding"	"yam a"	"apariveṣaṇe"	"not surrounding, attending"	"yam 1 > yam 8 sk & pl upside down"	"√"
"√yas"	""	"×"	"3"	"ya"	"strive, struggle"	"√yas"	"be heated"	"1, 3, 4"	"āyāsa, upāyāsa"	"454"	"yasa"	"payatane"	"striving for"	"692"	"yasu"	"payatane"	"striving, endevouring"	"yasu"	"payatane"	"striving"	"yas u"	"prayatne"	"making effort"	""	"√"
"√yā"	""	"･"	"1"	"a"	"go"	"√yā"	"go"	"2"	"niyyāti, upayāti, pariyāya, yātrā"	"368"	"yā"	"pāpuṇane"	"reaching, attaining"	"596"	"yā"	"pāpuṇe"	"reaching, attaining"	"yā"	"gati-pāpuṇesu"	"going and arriving"	"yā"	"prāpāṇe"	"leading to"	""	"√"
"√yāc"	""	"･"	"1"	"a"	"beg"	"√yāc"	"ask"	"1"	"yācati, yācaka, atiyācanā"	"38"	"yāca"	"yācane"	"begging"	"43"	"yāca"	"yācane"	"begging"	"yāca"	"yācanāyaṃ"	"begging"	"ṭu yāc ṛ"	"yācñāyāṃ"	"begging, asking"	""	"√"
"√yu"	""	"×"	"1"	"a"	"unite, fasten"	"√yu"	"unite"	"2, 6, 9"	"yuta, payuta, yoni"	"-"	"-"	"-"	"-"	"338"	"yu"	"missane"	"mixing"	"yu"	"missane gatiyaṃ ca"	"mixing and going"	"yu"	"miśraṇe"	"mixing"	"artificial root, denominative of <b>yoni</b>"	"√"
"√yuj"	""	"･"	"2"	"ṃa"	"yoke, join"	"√yuj"	"join"	"2, 7"	"yuñjati, saṃyoga, saññojana"	"378"	"yuja"	"yoge"	"connecting"	"612"	"yuja"	"yoge"	"joining"	"yuja"	"yoge"	"connecting"	"yuj ir"	"yoge"	"joining"	""	"√"
"√yudh"	""	"･"	"3"	"ya"	"fight"	"√yudh"	"fight"	"1, 4"	"yujjhati"	"415"	"yudha"	"sampahāre"	"clashing"	"653"	"yudha"	"yujjhane"	"fighting"	"yudha"	"sampahāre"	"striking, fighting"	"yudh a"	"samprahāre"	"fighting"	""	"√"
"√yūh"	""	"･"	"1"	"a"	"carry, bring"	"√ūh"	"remove"	"1"	"saṃyūhitvā"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. Related to <i>√vah</i>"	"√"
"√rakkh"	""	"･"	"1"	"a"	"protect"	"√rakṣ"	"protect"	"1"	"rakkhati, rakkhita, ārakkhā"	"18"	"rakkha"	"pālane"	"protecting"	"27"	"rakkho"	"rakkhaṇamhi"	"protecting"	"rakkha"	"pālane"	"protecting"	"rakṣ a"	"pālane"	"guarding"	""	"√"
"√rac"	""	"･"	"8"	"e, aya"	"prepare, arrange"	"√rac"	"produce"	"10"	"racayitvā"	"546"	"raca"	"patiyatane"	"preparing"	"762"	"raca"	"patiyatane"	"preparing"	"raca"	"patiyatane"	"preparing"	"raca"	"pratiyatne"	"preparing"	""	"√"
"√raj 1"	""	"･"	"3"	"ya"	"desire"	"√raj √rañj"	"colour"	"1, 4"	"rāga, virāga, abhivirājetvā"	"398"	"rañja"	"rāge"	"colouring"	"633"	"rañja"	"rāge"	"colouring"	"rañja"	"rāge"	"desiring"	"rañj a"	"rāge"	"desiring"	""	"√"
"√raj 2"	""	"･"	"1"	"a"	"colour"	"√raj √rañj"	"colour"	"1, 4"	"rajata, viraja"	"66"	"rañja"	"rāge"	"colouring"	"72"	"rañja"	"rāge"	"colouring"	"rañja"	"rāge"	"colouring"	"rañj a"	"rāge"	"colouring"	"= √ranj"	"√"
"√rañj"	""	"･"	"1"	"a"	"dye, desire"	"√rañj √raj"	"colour"	"1, 4"	"raṅga"	"66"	"rañja"	"rāge"	"colouring"	"72"	"rañja"	"rāge"	"colouring"	"ranja"	"rāge"	"colouring, dyeing, liking"	"rañj a"	"rāge"	"colouring, dyeing"	"= √raj 1 a"	"√"
"√raṇ"	""	"×"	"1"	"a"	"conflict, make war"	"√raṇ"	"sound"	"1"	"saraṇa"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Not found in classical Pāḷi grammars. From Sanskrit <i>√raṇ</i> (to delight) > battle (as an object of delight)"	"√"
"√randh 1"	""	"･"	"8"	"*e"	"cook"	"√radh √randh"	"be or make subject"	"2, 4"	"randhayi, randha"	"-"	"-"	"-"	"-"	"827"	"randha"	"pāke"	"cooking"	"randha"	"pāke"	"cooking"	"radh a"	"hiṃsā-saṃrāddhyoḥ"	"hurting and accomplishing"	""	"√"
"√randh 2"	""	"･"	"1"	"a"	"hurt, wound"	"√radh √randh"	"be or make subject"	"2, 4"	"randhayi, randha"	"-"	"-"	"-"	"-"	"148"	"raḍi"	"hiṃsāyaṃ"	"hurting"	"radha 3"	"hiṃsāyāṃ"	"hurting"	"radh a"	"hiṃsā-saṃrāddhyoḥ"	"hurting and accomplishing"	""	"√"
"√rabh 1"	""	"･"	"1"	"a"	"begin"	"√rabh"	"take hold"	"1"	"ārabhati, ārambha"	"205"	"rabha"	"ārambhe"	"beginning, making effort"	"301"	"rabha"	"rābhasse ca <b>arambhe</b>"	"violence and <b>attempting</b>"	"rabha"	"rābhasse"	"acting in excess"	"rabh a"	"rābhasye"	"being vehement"	""	"√"
"√rabh 2"	""	"･"	"1"	"a"	"be aroused, be violent"	"√rabh"	"take hold"	"1"	"sārambha, upārambha"	"-"	"-"	"-"	"-"	"301"	"rabha"	"<b>rābhasse</b> ca arambhe"	"<b>violence</b> and attempting"	"rabha"	"rābhasse"	"acting in excess"	"rabh a"	"rābhasye"	"begin impulsive"	""	"√"
