id,pali_1,example_2
40001,pāda 4,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhi<b>pādā</b> pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo."
41945,pāpamittatā,"hirīmā'yaṃ, bhikkhave, ottāpī appamatto hoti. so appamatto samāno bhabbo anādariyaṃ pahātuṃ dovacassataṃ pahātuṃ <b>pāpamittataṃ</b> pahātuṃ."
42057,pāpuṇāti 1,so tattha ṭhito āsavānaṃ khayaṃ <b>pāpuṇāti</b>
42130,pāragavesī 1,"alattakakatā pādā, mukhaṃ cuṇṇakamakkhitaṃ. <br/>alaṃ bālassa mohāya, no ca <b>pāragavesino</b>."
40796,pāla,"brahmamārā ca indā ca loka<b>pālā</b> ca devatā, yamo, mittā manussā ca majjhattā verikā'pi ca, sabbe sattā sukhī hontu."
40863,pāleti,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na <b>pāleyyuṃ</b>, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā ācariyabhariyā'ti vā garūnaṃ dārā'ti vā. sambhedaṃ loko agamissa, yathā ajeḷakā kukkuṭasūkarā soṇasiṅgālā."
45912,pāvārika 1,"upāsakā bhikkhunisaṅghassa cīvar'atthāya chandakaṃ saṃharitvā, aññatarassa <b>pāvārikassa</b> ghare parikkhāraṃ nikkhipitvā, bhikkhuniyo upasaṅkamitvā etadavocuṃ"
46914,piṭaka 2,catur'āsītisahassadhammakkhandh'ānubhāvena <b>piṭaka</b>ttay'ānubhavena jinasāvak'ānubhāvena
46803,piṇḍapātika 1,sambahulā bhikkhū santhatāni ujjhitvā āraññik'aṅgaṃ <b>piṇḍapātik</b>'aṅgaṃ paṃsukūlik'aṅgaṃ samādiyiṃsu
46954,pithīyati,"yassa pāpaṃ kataṃ kammaṃ, kusalena <b>pithīyati</b> <br/>so'maṃ lokaṃ pabhāseti, abbhā mutto'va candimā."
47057,piya 5,"<b>piyato</b> jāyatī soko, <b>piyato</b> jāyatī bhayaṃ, <br/><b>piyato</b> vippamuttassa, n'atthi soko kuto bhayaṃ."
47087,piyāppiya 1,"tasmā piyaṃ na kayirātha, piy'āpāyo hi pāpako,<br/>ganthā tesaṃ na vijjanti, yesaṃ n'atthi <b>piy'āppiya</b>."
46764,pilotikā,"evaṃ svākkhāto, bhikkhave, mayā dhammo uttāno vivaṭo pakāsito chinna<b>pilotiko</b>."
46910,pīta 2.1,"yathā, mahārāja, rañño bhaṇḍ'āgāriko bhaṇḍ'āgāraṃ pavisitvā nīla<b>pīta</b>lohit'odātamañjiṭṭhāni rājabhogāni rūpāni passitvā sañjānāti. evaṃ kho, mahārāja, sañjānanalakkhaṇā saññā'ti"
47487,pukkusāti,"paṇḍito, bhikkhave, <b>pukkusāti</b> kulaputto paccapādi dhammass'ānudhammaṃ, na ca maṃ dhamm'ādhikaraṇaṃ vihesesi."
47569,puñchati,"seyyathā'pi, bhante, rajoharaṇaṃ sucim'pi <b>puñchati</b> asucim'pi puñchati gūthagatam'pi"
47614,puññakamma,"iminā <b>puññakammena</b> mā me bālasamāgamo. sataṃ samāgamo hotu, yāva nibbānapattiyā."
47918,puṭa 2,"seyyathā'pi, bhikkhave, puriso kāḷakaṃ vatthaṃ paridhāya kese pakiritvā bhasma<b>puṭaṃ</b> khandhe āropetvā mahājanakāyaṃ upasaṅkamitvā"
48018,puttaka 1,dve jāyam'patikā taṃ eka<b>puttakaṃ</b> piyaṃ manāpaṃ vadhitvā vallūrañ'ca soṇḍikañ'ca karitvā puttamaṃsāni khādantā
48022,puttamaṃsa,"te <b>puttamaṃsāni</b> c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti"
47932,puthu 4,"yaṅ kiñci ratanaṃ loke vijjati vividhaṃ <b>puthu</b>, ratanaṃ buddhasamaṃ n'atthi. tasmā sotthī bhavantu te."
71824,pubbaratta,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṁ anuyuttā, vipassakā kusalānaṁ dhammānaṁ, <b>pubbaratta</b>-apararattaṁ bodhipakkhiyānaṁ dhammānaṁ, bhāvan'ānuyogam'anuyuttā viharissāmā’ti."
47345,pubbarattāpararattaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṁ anuyuttā, vipassakā kusalānaṁ dhammānaṁ, <b>pubbaratt'āpararattaṁ</b> bodhipakkhiyānaṁ dhammānaṁ, bhāvan'ānuyogam'anuyuttā viharissāmā’ti."
47269,pubba 1.2,"mano<b>pubbaṅ'</b>gamā dhammā, manoseṭṭhā manomayā. <br/>manasā ce pasannena, bhāsati vā karoti vā. <br/>tato naṃ sukham'anveti, chāyā'va anapāyinī"
47723,purakkhata 5,so tehi yācitakehi bhogehi <b>purakkhato</b> parivuto antar'āpaṇaṃ paṭipajjeyya.
47913,puro,"so puratthimena nagarassa navaṃ santh'āgāraṃ kārāpetvā kesamassuṃ ohāretvā khar'ājinaṃ nivāsetvā sappitelena kāyaṃ abbhañjitvā magavisāṇena piṭṭhiṃ kaṇḍuvamāno navaṃ santh'āgāraṃ pavisati, saddhiṃ mah'esiyā brāhmaṇena ca <b>puro</b>hitena."
47445,pūjā 1,"asevanā ca bālānaṃ, paṇḍitānañ'ca sevanā.<br/><b>pūjā</b> ca pūjanīyānaṃ, etaṃ maṅgalam'uttamaṃ."
46239,pekkhati 2,api ca kho mātugāmassa cakkhunā cakkhuṃ upanijjhāyati <b>pekkhati</b>
46312,peta 2,"yathā vārivahā pūrā paripūrenti sāgaraṃ, evam'eva ito dinnaṃ <b>petānaṃ</b> upakappati."
46332,pettika 1,"idaṃ te, tāta sudinna, mātu mattikaṃ, itthikāya itthidhanaṃ, aññaṃ <b>pettikaṃ</b> aññaṃ pitāmahaṃ."
46249,pemamatta,"tathāgate c'assa saddhāmattaṃ hoti <b>pemamattaṃ</b>, api c'assa ime dhammā honti"
46343,peyyāla 1,"tassa rūpaṃ samanvesato yāvatā rūpassa gati, vedanaṃ samanvesato ... <b>pe</b> ... saññaṃ... saṅkhāre... viññāṇaṃ samanvesato yāvatā viññāṇassa gati."
47259,poṭṭhapāda 1,"ayaṃ vasabhasaṃvacchare vassānautu. asmiṃ utumhi <b>poṭṭhapāda</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."
47225,potaliya,"imesaṃ kho, <b>potaliya</b>, catunnaṃ puggalānaṃ katamo te puggalo khamati abhikkantataro ca paṇītataro cā'ti?"
47246,pothujjanika,yo c'āyaṃ kāmesu kāmasukh'allik'ānuyogo hīno gammo <b>pothujjaniko</b> anariyo anatthasañhito
47172,ponobhavika,"yāvakīvañ'ca bhikkhave bhikkhū uppannāya taṇhāya <b>ponobhavikāya</b> na vasaṃ gacchissanti, vuddhi'y'eva pāṭikaṅkhā no parihāni"
47181,porisa 1,"seyyathā'pi vadhukā yaññad'eva rattiṃ vā divaṃ vā ānītā hoti, tāva'd'ev'assā tibbaṃ hir'ottappaṃ paccupaṭṭhitaṃ hoti sassuyā'pi sasure'pi sāmike'pi antamaso dāsakammakarap<b>orisesu</b>"
46349,phagguṇa,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, māgasiraphussamāsā hemanto, māgha<b>phagguna</b>māsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
46639,phusitaka,"seyyathā'pi, bhikkhave, saradasamaye thulla<b>phusitake</b> deve vassante udake udakabubbuḷaṃ uppajjati c'eva nirujjhati ca."
46646,phussa 2.1,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, māgasira<b>phussa</b>māsā hemanto, māghaphaggunamāsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
46570,pheṇapiṇḍa,"kiñ'hi siyā, bhikkhave, <b>pheṇapiṇḍe</b> sāro?"
13130,badhira,"evaṃ sante kho, uttara, andho bhāvit'indriyo bhavissati, <b>badhiro</b> bhāvit'indriyo bhavissati."
13570,bandhati 1,"sabbe buddhā balappattā, paccekānañ'ca yaṃ balaṃ, arahantānañ'ca tejena, rakkhaṃ <b>bandhāmi</b> sabbaso."
13532,bandha 2,"yesaṃ me manussānaṃ vadhena vā <b>bandhena</b> vā jāniyā vā garahāya vā uppajjeyyuṃ sokaparidevadukkhadomanass'upāyāsā, atthi me tesu chandarāgo."
13584,bandhitvā 2,"yaṃnūn'āhaṃ tiṇakaṭṭhasākhāpalāsaṃ saṃkaḍḍhitvā, kullaṃ <b>bandhitvā</b>, taṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttareyyan'ti."
13428,balakāya,"seyyathā'pi rañño paccantime nagare bahu<b>balakāyo</b> paṭivasati, evam'evaṃ kho ariyasāvako āraddhavīriyo viharati, thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu."
13398,bala 2,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro iddhipādā pañc'indriyāni pañca <b>balāni</b> satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo."
13315,bahulīkātabba,"bhikkhave, ye te mayā dhammā abhiññā desitā, te vo sādhukaṃ uggahetvā āsevitabbā bhāvetabbā <b>bahulīkātabbā</b>"
13512,baḷisa 1,"seyyathā'pi, bhikkhave, bāḷisiko āmisagataṃ <b>baḷisaṃ</b> gambhīre udakarahade pakkhipeyya. tam'enaṃ aññataro āmisacakkhu maccho gileyya."
13233,bāhiya,"tato tvaṃ <b>bāhiya</b> na tena. yato tvaṃ <b>bāhiya</b> na tena, tato tvaṃ <b>bāhiya</b> na tattha. yato tvaṃ <b>bāhiya</b> na tattha, tato tvaṃ <b>bāhiya</b> n'ev'idha na huraṃ na ubhayam'antarena es'ev'anto dukkhassā'ti"
13493,bāḷhaṃ,"jīvitānaṃ parikkhāre, bhesajje atha paccaye.<br/>na <b>bāḷhaṃ</b> ussukā āsuṃ, yathā te āsavakkhaye"
14946,bījagāmabhūtagāma,"so <b>bījagāmabhūtagāma</b>samārambhā paṭivirato hoti, ekabhattiko hoti ratt'ūparato virato vikālabhojanā"
15327,buddhāna,"anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br/>mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, <br/>adhicitte ca āyogo, etaṃ <b>buddhāna</b> sāsanaṃ."
15331,buddhānasāsana,"sabbapāpassa akaraṇaṃ, kusalass'ūpasampadā. <br/>sacittapariyodapanaṃ, etaṃ <b>buddhāna'sāsanaṃ</b>."
15293,bubbuḷa,"pheṇapiṇḍ'ūpamaṃ rūpaṃ, vedanā <b>bubbuḷ</b>'ūpamā. <br/>marīcik'ūpamā saññā, saṅkhārā kadal'ūpamā. <br/>māy'ūpamañ'ca viññāṇaṃ, desit'ādicca'bandhunā."
15045,bodhipakkhiya,handa mayaṃ <b>bodhipakkhiya</b>dhammapāṭhaṃ bhaṇāmase
15032,bodhi 1,cattāro satipaṭṭhānā bhāvitā bahulīkatā satta<b>bojjhi</b>-aṅge paripūrenti
15033,bodhi 2,"jayanto <b>bodhiyā</b> mūle, sakyānaṃ nandivaḍḍhano. evaṃ tvaṃ vijayo hohi, jayassu jayamaṅgale."
15456,byākaraṇīya,"atthi bhikkhave pañho ek'aṃsa<b>byākaraṇīyo</b>, atthi pañho vibhajja<b>byākaraṇīyo</b>, atthi pañho paṭipucchā<b>byākaraṇīyo</b>, atthi pañho ṭhapanīyo."
15542,byāpanna,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī adinn'ādāyī kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu <b>byāpanna</b>citto micchādiṭṭhiko."
15122,brahmacariyavant,"yodha puññañ'ca pāpañ'ca, bāhetvā <b>brahmacariyavā</b>.<br/>saṅkhāya loke carati, sa ve bhikkhū'ti vuccati."
15098,brahmacārī 2,idha ekacco dussīlo hoti pāpadhammo asucisaṅkassarasamācāro paṭicchannakamm'anto assamaṇo samaṇapaṭiñño abrahmacārī <b>brahmacāri</b>paṭiñño antopūti avassuto kasambujāto – antopūtibhāvo'ti.
15246,brahmavihāra,handa mayaṁ catura<b>brahmavihārā</b> obhāsanaṁ karomase
15089,brahma 4,"tiṭṭhañ'caraṃ, nisinno vā, sayāno vā, yāvat'assa vigatamiddho, <br/>etaṃ satiṃ adhiṭṭheyya, <b>brahmam</b>'etaṃ vihāraṃ idha'm'āhu."
15286,brūsi,"vinicchayā yāni pakappitāni,<br/>te ve munī <b>brūsi </b>anuggahāya,<br/>ajjhattasantī'ti yam'etam'atthaṃ,<br/>kathaṃ nu dhīrehi paveditaṃ taṃ."
13753,bhaggava,"yena <b>bhaggavo</b> kumbhakāro tenupasaṅkami, upasaṅkamitvā <b>bhaggavaṃ</b> kumbhakāraṃ etad'avoca"
13819,bhajitabba,"sevitabbe dhamme na jānāti asevitabbe dhamme na jānāti, <b>bhajitabbe</b> dhamme na jānāti abhajitabbe dhamme na jānāti."
13808,bhajetha,"tasmā hi dhīrañ'ca paññañ'ca bahussutañ'ca,<br/>dhorayhasīlaṃ vatavantam'ariyaṃ, <br/>taṃ tādisaṃ sappurisaṃ sumedhaṃ, <br/><b>bhajetha</b> nakkhattapathaṃ'va candimā."
13944,bhaññamāna 1,imasmiñ'ca pana veyyākaraṇasmiṃ <b>bhaññamāne</b> pañcavaggiyānaṃ bhikkhūnaṃ anupādāya āsavehi cittāni vimucciṃsū'ti.
13876,bhaṇanta 2,api ca kho mātugāmassa saddaṃ suṇāti tirokuṭṭaṃ vā tiropākāraṃ vā hasantiyā vā <b>bhaṇantiyā</b> vā gāyantiyā vā rodantiyā vā
14089,bhatta 1.1,"so pacchā<b>bhattaṃ</b> piṇḍapātapaṭikkanto nisīdati pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā."
13699,bhaddekaratta 1,handa mayaṁ <b>bhadd'ekaratta</b>gāthāyo bhaṇāmase
14361,bhayasaññā,"evam'evaṃ kho, bhikkhave, yassa kassaci bhikkhussa vā bhikkhuniyā vā evaṃ tibbā <b>bhayasaññā</b> paccupaṭṭhitā hoti pārājikesu dhammesu."
14047,bhassa 1.1,"na kamm'ārāmatā, na <b>bhass'</b>ārāmatā, na nidd'ārāmatā, na saṅgaṇik'ārāmatā, indriyesu guttadvāratā, bhojane mattaññutā, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
14057,bhassārāmatā,"na kamm'ārāmatā, na <b>bhass'ārāmatā</b>, na nidd'ārāmatā, na saṅgaṇik'ārāmatā, indriyesu guttadvāratā, bhojane mattaññutā, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
14223,bhavantaṃ,es'āhaṃ <b>bhavantaṃ</b> gotamaṃ saraṇaṃ gacchāmi dhammañ'ca bhikkhusaṅghañ'ca.
14236,bhavarāgānusaya,"es'ev'anto vicikicch'ānusayānaṃ, es'ev'anto mān'ānusayānaṃ, es'ev'anto <b>bhavarāg'ānusayānaṃ</b>, es'ev'anto avijj'ānusayānaṃ"
14300,bhavissaṃ 2,"avijjāsamphassajena, bhikkhave, vedayitena phuṭṭhassa assutavato puthujjanassa asmī'ti'pi'ssa hoti, ayam'aham'asmī'ti'pi'ssa hoti, <b>bhavissan</b>'ti'pi'ssa hoti"
14369,bhāyati 2,"na kho ahaṃ tassa sukhassa <b>bhāyāmi</b>, yaṃ taṃ sukhaṃ aññatr'eva kāmehi aññatra akusalehi dhammehī'ti."
13975,bhārahāra,"bhārā have pañcakkhandhā, <b>bhārahāro</b> ca puggalo. bhār'ādānaṃ dukhaṃ loke, bhāranikkhepanaṃ sukhaṃ."
13966,bhārādāna,"bhārā have pañcakkhandhā, bhārahāro ca puggalo. <b>bhār'ādānaṃ</b> dukhaṃ loke, bhāranikkhepanaṃ sukhaṃ."
14189,bhāvanānuyoga,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṁ anuyuttā, vipassakā kusalānaṁ dhammānaṁ, pubbaratt'āpararattaṁ bodhipakkhiyānaṁ dhammānaṁ, <b>bhāvan'ānuyogam</b>'anuyuttā viharissāmā’ti."
14190,bhāvanānuyogamanuyutta,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṁ anuyuttā, vipassakā kusalānaṁ dhammānaṁ, pubbaratt'āpararattaṁ bodhipakkhiyānaṁ dhammānaṁ, <b>bhāvan'ānuyogam'anuyuttā</b> viharissāmā’ti."
14324,bhāvitindriya,"ariyo hoti <b>bhāvit'indriyo</b> – sace ākaṅkhati, paṭikūlañ'ca appaṭikūlañ'ca tad'ubhayaṃ abhinivajjetvā upekkhako vihareyyaṃ sato sampajāno'ti, upekkhako tattha viharati sato sampajāno."
14285,bhāventa,"pahātabbaṃ pajahanto sikkheyya, bhāvetabbaṃ <b>bhāvento</b> sikkheyya, sacchikātabbaṃ sacchikaronto sikkheyya"
14612,bhīruttāṇa,yāvatā akatakalyāṇānaṃ akatakusalānaṃ akata<b>bhīruttāṇānaṃ</b> katapāpānaṃ kataluddānaṃ katakibbisānaṃ gati taṃ gatiṃ pecca gacchāmī'ti.
14606,bhīru 2,yāvatā akatakalyāṇānaṃ akatakusalānaṃ akata<b>bhīru</b>ttāṇānaṃ katapāpānaṃ kataluddānaṃ katakibbisānaṃ gati taṃ gatiṃ pecca gacchāmī'ti.
14748,bhujissa 2,"seyyathā'pi, bhikkhave, āṇaṇyaṃ yathā ārogyaṃ yathā bandhanāmokkhaṃ yathā <b>bhujissaṃ</b> yathā khem'antabhūmiṃ"
14925,bhutvā 1,"udar'āvadehakaṃ <b>bhutvā</b>, sayant'uttānaseyyakā.<br/>kathaṃ vattenti paṭibuddhā, yā kathā satthugarahitā."
14900,bhūtapubbaṃ 1,"<b>bhūtapubb</b>'āhaṃ<b>,</b> bhante, rohitasso nāma isi ahosiṃ bhojaputto iddhimā vehāsaṅ'gamo."
14872,bhūta 1,"diṭṭhā vā ye ca adiṭṭhā, ye сa dūre vasanti avidūre<br/><b>bhūtā</b> vā sambhav'esī vā, sabbe sattā bhavantu sukhit'attā."
14652,bhogabyasana,"ñātibyasanena vā phuṭṭhassa, <b>bhogabyasanena</b> vā phuṭṭhassa, rogabyasanena vā phuṭṭhassa, sīlabyasanena vā phuṭṭhassa, diṭṭhibyasanena vā phuṭṭhassa"
14647,bhoga 2.1,"atha kho so bhikkhu vihāraṃ pavisissāmī'ti kavāṭaṃ paṇāmento addasa sabbaṃ vihāraṃ ahinā puṇṇaṃ, vātapānehi <b>bhoge</b> nikkhante, disvāna bhīto vissaram'akāsi."
14678,bhogī 1.1,"bhikkhu ye te lābhā dhammikā dhammaladdhā antamaso pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhatta<b>bhogī</b> hoti sīlavantehi sabrahmacārīhi sādhāraṇa<b>bhogī</b>."
31752,macchagumba,"tattha cakkhumā puriso tīre ṭhito passeyya sippisambukam'pi sakkharakathalam'pi <b>macchagumbam</b>'pi, carantam'pi tiṭṭhantam'pi."
31761,macchara 1,"kāle dadanti sappaññā, vadaññū vīta<b>maccharā</b>. kālena dinnaṃ ariyesu, ujubhūtesu tādisu. vippasannamanā tassa, vipulā hoti dakkhiṇā."
32594,majjhe 2,"yaṃ pubbe taṃ visosehi, pacchā te m'āhu kiñcanaṃ, <br/><b>majjhe</b> ce no gahessasi, upasanto carissasi."
33144,mañjiṭṭha,"yathā, mahārāja, rañño bhaṇḍ'āgāriko bhaṇḍ'āgāraṃ pavisitvā nīlapītalohit'odāta<b>mañjiṭṭhāni</b> rājabhogāni rūpāni passitvā sañjānāti. evaṃ kho, mahārāja, sañjānanalakkhaṇā saññā'ti."
33179,maññati 1,"taṃ kiṃ <b>maññasi</b>, rāhula, cakkhu niccaṃ vā aniccaṃ vā'ti? aniccaṃ, bhante."
33187,maññita 1,"asmī'ti, bhikkhave, <b>maññitam</b>'etaṃ, ayam'aham'asmī'ti <b>maññitam</b>'etaṃ, bhavissan'ti <b>maññitam</b>'etaṃ, na bhavissan'ti <b>maññitam</b>'etaṃ, rūpī bhavissan'ti <b>maññitam</b>'etaṃ"
33109,maṇikuṇḍala 1,"jīno rath'assaṃ <b>maṇikuṇḍale</b> ca, putte ca dāre ca that'eva jīno.<br/>sabbesu bhogesu asesitesu, kasmā na santappasi sokakāle."
32987,maṇḍa 1,"<b>maṇḍa</b>peyyam'idaṃ, bhikkhave, brahmacariyaṃ, satthā sammukhībhūto."
33639,mattaka 1,"evarūpassa puggalassa tādisaṃy'eva appa<b>mattakaṃ</b> pāpakammaṃ kataṃ diṭṭhadhammavedanīyaṃ hoti, n'āṇu'pi khāyati, kiṃ bahud'eva."
33646,mattaññutā,"na kamm'ārāmatā, na bhass'ārāmatā, na nidd'ārāmatā, na saṅgaṇik'ārāmatā, indriyesu guttadvāratā, bhojane <b>mattaññutā</b>, asaṃsagg'ārāmatā, nippapañc'ārāmatā."
33628,matta 1,savitakkasavicārā dhammā. avitakkavicāra<b>mattā</b> dhammā. avitakk'āvicārā dhammā.
33630,matta 3,"tathāgate c'assa saddhā<b>mattaṃ</b> hoti pema<b>mattaṃ</b>, api c'assa ime dhammā honti"
33601,matheti,"kāmā hi citrā madhurā manoramā, virūparūpena <b>mathenti</b> cittaṃ. <br/>ādīnavaṃ kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja."
31812,mada 2,"tassa taṃ ṭhānaṃ abhiṇhaṃ paccavekkhato yo yobbane yobbana<b>mado</b> so sabbaso vā pahīyati tanu vā pana hoti. idaṃ kho, bhikkhave, atthavasaṃ paṭicca jarādhammo'mhi, jaraṃ anatīto'ti"
32930,manasikaraṇīya,"tassa amanasikaraṇīyānaṃ dhammānaṃ amanasikārā <b>manasikaraṇīyānaṃ</b> dhammānaṃ manasikārā anuppannā c'eva āsavā na uppajjanti, uppannā ca āsavā pahīyanti."
32892,manāpika,"pañca bhavasātāni, <b>manāpikā</b> rūpā, manāpikā saddā, manāpikā gandhā, manāpikā rasā, manāpikā phoṭṭhabbā."
33339,manussadhamma,"atthi nu kho me uttari<b>manussadhammā</b> alam'ariyañāṇadassanaviseso adhigato, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti"
33247,manosañcetanā,"tattha katamo kāyasaṅkhāro? kāyasañcetanā kāyasaṅkhāro, vacīsañcetanā vacīsaṅkhāro, <b>manosañcetanā</b> cittasaṅkhāro."
32983,manda 3,"middhī yadā hoti mahagghaso ca, niddāyitā samparivattasāyī,<br/>mahāvarāho'va nivāpapuṭṭho, punappunaṃ gabbham'upeti <b>mando</b>."
33431,maraṇabhayatajjita,"mataṃ me jīvitā seyyaṃ, tasmā araññaṃ pavisitvā ubbandhitvā marissāmī'ti araññaṃ gato <b>maraṇabhayatajjito</b> paṭinivatti."
33516,marituṃ,atha puriso āgaccheyya jīvitu'kāmo a<b>maritu'</b>kāmo sukhakāmo dukkhappaṭikūlo.
32173,mahallaka 2,"eta'r'ahi jiṇṇo vuḍḍho <b>mah'allako</b> addhagato vayoanuppatto āsītiko me vayo vattati. app'ekad'āhaṃ, bho raṭṭhapāla, idha pādaṃ karissāmī'ti aññen'eva pādaṃ karomīti."
32427,mahāudakaṇṇava,"n'eso, bhikkhave, ariyassa vinaye samuddo. mahā eso, bhikkhave, udakarāsi <b>mahāudak'aṇṇavo</b>."
32148,mahākāruṇika,"<b>mahākāruṇiko</b> nātho hitāya sabbapāṇinaṃ, pūretvā pāramī sabbā, patto sambodhim'uttamaṃ."
32065,mahācora,"kathañ'ca, bhikkhave, <b>mahācoro</b> balavanissito hoti? idha, bhikkhave, <b>mahācoro</b> rājānaṃ vā rājamahāmattānaṃ vā nissito hoti."
32284,mahāpariḷāha,aṅgārakās'ūpamā kāmā <b>mahāpariḷāh'</b>aṭṭhenā'ti passanto vikkhambhanato kāme parivajjeti
32309,mahāpurisalakkhaṇa,"dvīsu <b>mahāpurisalakkhaṇesu</b> kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'ohite ca vatthaguyhe, pahūtajivhatāya ca."
31912,māgaṇḍiya,"idaṃ vadāmī'ti na tassa hoti,<br/>dhammesu niccheyya samuggahītaṃ,<br/>passañ'ca diṭṭhīsu anuggahāya,<br/>ajjhattasantiṃ pacinaṃ adassaṃ."
31917,māgasira,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, <b>māgasira</b>phussamāsā hemanto, māghaphaggunamāsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
31996,māgha 2,"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, māgasiraphussamāsā hemanto, <b>māgha</b>phaggunamāsā sisiro, cittavesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."
33594,mātaraṃ,"<b>mātaraṃ</b> pitaraṃ hantvā,<br/>rājāno dve ca sotthiye,<br/>veyagghapañcamaṃ hantvā,<br/>anīgho yāti brāhmaṇo."
33595,mātari,"<b>mātari</b> pitari c'āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, tesu na mānaṃ kayirātha."
