id	pos	lemma	root_key	family_root	meaning	ru_meaning	ru_meaning_lit	ru_meaning_raw	corrections_ru_meaning	corrections_ru_meaning_lit	notes
7886	pr	abhinimmināti 2	√mā	abhi nī √mā	magically produces; creates by psychic power			магически производит; создаёт психической силой			
7887	abs	abhinimminitvā	√mā	abhi nī √mā	having created; having formed (by supernormal power)			создав; сформировав (сверхъестественной силой)			
77323	abs	abhinimmitvā	√mā	abhi nī √mā	having created; having formed (by supernormal power)			создав; сформировав (сверхъестественной силой)			
78211	aor	abhinimmini	√mā	abhi nī √mā	magically produced; created by psychic power			магически произведенный; созданный психической силой			
13321	nt	ikkhaṇa	√ikkh	√ikkh	seeing; observing			видение; наблюдение			
61072	adj	sarikkha	√ikkh	√ikkh	alike; same (as); similar (to); resembling; lit. with appearance			похожий; одинаковый (как); подобный (на); напоминающий; досл. с видом			
61073	nt	sarikkhakatta	√ikkh	√ikkh	fact of resembling; fact of looking like			факт сходства; факт похожести			
74866	adj	sarikkhaka	√ikkh	√ikkh	according to; like; resembling; as; lit. with appearance			согласно; как; напоминающий; как; досл. с внешностью			
68448	prp	vipekkhamāna	√ikkh	vi pa √ikkh	looking around; looking here and there			осматривающийся; оглядывающийся			
16446	adj	upekkhaka	√ikkh	upa √ikkh	mental poised; mentally balanced; equanimous; non-reactive; looking on; disregarding; lit. onlooker	спокойный; безмятежно наблюдающий; невозмутимый	смотрящий со стороны				
16447	pr	upekkhati	√ikkh	upa √ikkh	looks on; is disinterested; is indifferent	безмятежно смотрит на; не интересуется; безразличен					
16449	fem	upekkhā	√ikkh	upa √ikkh	looking on; mental poise; mental balance; equanimity; equipoise; non-reactivity; composure	безмятежное наблюдение; невозмутимость; ментальный баланс; равновесие; равностность; спокойствие					
75039	pr	upekkhatī	√ikkh	upa √ikkh	looks on; is not interested; is indifferent			смотрит; не интересуется; безразличен			
4690	prp	anupaparikkhanta	√ikkh	upa pari √ikkh	not exploring; not examining; not investigating; not inspecting; not inquiring (into)	не исследующий; не осматривающий; не расследующий; не рассматривающий					
15880	pr	upaparikkhati	√ikkh	upa pari √ikkh	explores; examines; investigates; inspects; inquires (into); looks (into)	исследует; проверяет; рассматривает; выясняет					
15882	prp	upaparikkhanta	√ikkh	upa pari √ikkh	exploring; examining; investigating; inspecting; inquiring (into)	исследующий; проверяющий; рассматривающий; выясняющий					
15885	fem	upaparikkhā	√ikkh	upa pari √ikkh	exploration; examination; investigation; inspection			исследование; осмотр; изучение; инспекция			
15887	ptp	upaparikkhitabba	√ikkh	upa pari √ikkh	should be examined; should be explored; should be considered; lit. to be investigated	следует обдумать; следует проверить	к исследованию				
15888	masc	upaparikkhitar	√ikkh	upa pari √ikkh	investigator; explorer; examiner; enquirer			исследователь; исследователь; экзаменатор; исследователь			
15890	abs	upaparikkhitvā	√ikkh	upa pari √ikkh	having examined; having enquired (into); having investigated			исследовав, рассмотрев, изучив			
15891	adj	upaparikkhī	√ikkh	upa pari √ikkh	exploring; examining; investigating; inspecting	исследующий; изучающий; осматривающий					
