Pali Word;Source ID;Pali Sentence;English Translation
samaṇḍalī;pli-tv-kd7:13.2.33;"sañchinnena samaṇḍalī; ";"With cut sections with panels; "
nissīmaṭṭhonumodati;pli-tv-kd7:13.2.35;nissīmaṭṭhonumodati. ;He appreciates outside the monastery zone. 
kathinānatthataṃ;pli-tv-kd7:13.2.36;Kathinānatthataṃ hoti, ;The robe-making ceremony is not performed, 
ahatākappapiloti;pli-tv-kd7:13.2.38;Ahatākappapiloti, ;Brand new, nearly new, old, 
animittāparikathā;pli-tv-kd7:13.2.40;Animittāparikathā, ;Without indication, without hint, 
akukku;pli-tv-kd7:13.2.41;"akukku ca asannidhi; ";"And not borrowed, not stored; "
asannidhi;pli-tv-kd7:13.2.41;"akukku ca asannidhi; ";"And not borrowed, not stored; "
anissaggi;pli-tv-kd7:13.2.42;Anissaggi kappakate, ;Not to be relinquished, marked, 
vātireke;pli-tv-kd7:13.2.44;Pañcake vātireke vā, ;Five or more, 
puggalassatthārā;pli-tv-kd7:13.2.46;Puggalassatthārā sammā, ;Performed by an individual, correctly, 
kathinattharaṇaṃ;pli-tv-kd7:13.2.48;Evaṃ kathinattharaṇaṃ, ;In this way is the robe-making ceremony performed, 
ubbhārassaṭṭhamātikā;pli-tv-kd7:13.2.49;"ubbhārassaṭṭhamātikā; ";"Eight key phrases for ending; "
āsāvacchedi;pli-tv-kd7:13.2.52;Savanaṃ āsāvacchedi, ;Hearing, disappointed expectation, 
sahubbhāraṭṭhamī;pli-tv-kd7:13.2.53;"sīmā sahubbhāraṭṭhamī; ";"Monastery zone, ending together as the eighth; "
katacīvaramādāya;pli-tv-kd7:13.2.54;Katacīvaramādāya, ;Takes a finished robe, 
kayiraṃ;pli-tv-kd7:13.2.69;"kayiraṃ tassa nassati; ";"While making it, it is lost; "
sattasattavidhā;pli-tv-kd7:13.2.91;sattasattavidhā gati. ;Seven with sevenfold outcome. 
chaccā;pli-tv-kd7:13.2.93;"chakke vippakate gati; ";"The outcome in the unfinished set of six; "
nissīmagataṃ;pli-tv-kd7:13.2.94;Ādāya nissīmagataṃ, ;Takes, outside the monastery zone, 
bahisīme;pli-tv-kd7:13.2.99;bahisīme karomiti. ;I’ll make outside the monastery zone. 
nayāvidhi;pli-tv-kd7:13.2.103;heṭṭhā tīṇi nayāvidhi. ;Below is the threefold method. 
savanasīmātikkamā;pli-tv-kd7:13.2.109;"savanasīmātikkamā; ";"Hearing, outside the monastery zone; "
punā;pli-tv-kd7:13.2.113;"samādāya punā tathā; ";"Thus again with; "
pannarasavidhi;pli-tv-kd7:13.2.115;sabbe pannarasavidhi. ;Are all fifteenfold. 
apavilānā;pli-tv-kd7:13.2.120;Apavilānā navettha, ;Here the nine on without taking, 
apavilāyamāneva;pli-tv-kd7:13.2.120;Apavilānā navettha, ;Here the nine on without taking, 
apavinā;pli-tv-kd7:13.2.120;Apavilānā navettha, ;Here the nine on without taking, 
phitā;pli-tv-kd8:1.1.2;"Tena kho pana samayena vesālī iddhā ceva hoti phitā ca bahujanā ca ākiṇṇamanussā ca subhikkhā ca; ";At that time Vesālī was prosperous and crowded with people, and there was plenty of food. 
padakkhā;pli-tv-kd8:1.1.7;"ambapālī ca gaṇikā abhirūpā hoti dassanīyā pāsādikā paramāya vaṇṇapokkharatāya samannāgatā, padakkhiṇā nacce ca gīte ca vādite ca, abhisaṭā atthikānaṃ atthikānaṃ manussānaṃ paññāsāya ca rattiṃ gacchati; ";And there was the courtesan Ambapālī who was attractive and gracious and had the most beautiful complexion. She was skilled in dancing, singing, and instrumental music. She was highly desired, charging fifty coins for a night. 
phitañca;pli-tv-kd8:1.2.2;"Addasā kho rājagahako negamo vesāliṃ iddhañceva phitañca bahujanañca ākiṇṇamanussañca subhikkhañca; ";and they saw all these marvelous qualities of the city, 
padakkhaṃ;pli-tv-kd8:1.2.7;ambapāliñca gaṇikaṃ abhirūpaṃ dassanīyaṃ pāsādikaṃ paramāya vaṇṇapokkharatāya samannāgataṃ, padakkhiṇaṃ nacce ca gīte ca vādite ca, abhisaṭaṃ atthikānaṃ atthikānaṃ manussānaṃ paññāsāya ca rattiṃ gacchantiṃ, tāya ca vesāliṃ bhiyyoso mattāya upasobhantiṃ. ;including Ambapālī. 
upasobhantiṃ;pli-tv-kd8:1.2.7;ambapāliñca gaṇikaṃ abhirūpaṃ dassanīyaṃ pāsādikaṃ paramāya vaṇṇapokkharatāya samannāgataṃ, padakkhiṇaṃ nacce ca gīte ca vādite ca, abhisaṭaṃ atthikānaṃ atthikānaṃ manussānaṃ paññāsāya ca rattiṃ gacchantiṃ, tāya ca vesāliṃ bhiyyoso mattāya upasobhantiṃ. ;including Ambapālī. 
āhiṇṭanto;pli-tv-kd8:1.7.7;āhiṇḍantomhi, ācariya, takkasilāya samantā yojanaṃ, na kiñci abhesajjaṃ addasanti. ;No translation found
vimanosīti;pli-tv-kd8:1.12.6;kissa tvaṃ, ācariya, vimanosīti? ;what he was concerned about. 
upajānāmetassa;pli-tv-kd8:1.12.11;Mayaṃ kho, ācariya, āgārikā nāma upajānāmetassa saṃyamassa. ;and she said, We householders know the benefit of such frugality. 
padīpakaraṇe;pli-tv-kd8:1.12.12;Varametaṃ sappi dāsānaṃ vā kammakarānaṃ vā pādabbhañjanaṃ vā padīpakaraṇe vā āsittaṃ. ;This ghee is good for the slaves and workers, for ointment for the feet, or for using in lamps. 
makkhiyanti;pli-tv-kd8:1.14.2;Sāṭakā lohitena makkhiyanti. ;His wrap garments were soiled with blood, 
rājagahaseṭṭhivatthu;pli-tv-kd8:1.16.0;4. Rājagahaseṭṭhivatthu ;4. The account of the wealthy merchant of Rājagaha 
passesyātha;pli-tv-kd8:1.18.8;passathayye, ime dve pāṇake, ekaṃ khuddakaṃ ekaṃ mahallakaṃ. ;Sirs, look at these two insects, one small and one large. 
passathayyo;pli-tv-kd8:1.18.8;passathayye, ime dve pāṇake, ekaṃ khuddakaṃ ekaṃ mahallakaṃ. ;Sirs, look at these two insects, one small and one large. 
tehāyaṃ;pli-tv-kd8:1.18.11;tehāyaṃ mahallako pāṇako diṭṭho. ;had seen the large insect. 
sampaṭipāṭetvā;pli-tv-kd8:1.18.21;Sibbiniṃ sampaṭipāṭetvā sīsacchaviṃ sibbitvā ālepaṃ adāsi. ;He then closed the suture in the skull, sewed the skin back together, and applied an ointment. 
seṭṭhiputtavatthu;pli-tv-kd8:1.21.0;5. Seṭṭhiputtavatthu ;5. The account of the wealthy merchant’s son 
antagaṇṭhābādho;pli-tv-kd8:1.21.1;Tena kho pana samayena bārāṇaseyyakassa seṭṭhiputtassa mokkhacikāya kīḷantassa antagaṇṭhābādho hoti, yena yāgupi pītā na sammā pariṇāmaṃ gacchati, bhattampi bhuttaṃ na sammā pariṇāmaṃ gacchati, uccāropi passāvopi na paguṇo. ;On one occasion the son of a wealthy merchant in Benares twisted his gut while turning somersaults. Because of that, he was not able to digest congee or food, and he couldn’t urinate or defecate. 
paṭipavesetvā;pli-tv-kd8:1.22.6;Antagaṇṭhiṃ viniveṭhetvā antāni paṭipavesetvā udaracchaviṃ sibbitvā ālepaṃ adāsi. ;He then untwisted the gut, put it back, sewed his belly back together, and applied ointment. 
arogāpitoti;pli-tv-kd8:1.22.9;putto me arogo ṭhitoti jīvakassa komārabhaccassa soḷasasahassāni pādāsi. ;His father gave sixteen thousand coins to Jīvaka, 
pajjotarājavatthu;pli-tv-kd8:1.23.0;6. Pajjotarājavatthu ;6. The account of King Pajjota 
kasāvavaṇṇaṃ;pli-tv-kd8:1.24.7;Yannūnāhaṃ sappiṃ nippaceyyaṃ kasāvavaṇṇaṃ kasāvagandhaṃ kasāvarasanti. ;Why don’t I prepare medicine from ghee, but with a bitter color, smell, and taste? 
kasāvagandhaṃ;pli-tv-kd8:1.24.7;Yannūnāhaṃ sappiṃ nippaceyyaṃ kasāvavaṇṇaṃ kasāvagandhaṃ kasāvarasanti. ;Why don’t I prepare medicine from ghee, but with a bitter color, smell, and taste? 
kasāvarasanti;pli-tv-kd8:1.24.7;Yannūnāhaṃ sappiṃ nippaceyyaṃ kasāvavaṇṇaṃ kasāvagandhaṃ kasāvarasanti. ;Why don’t I prepare medicine from ghee, but with a bitter color, smell, and taste? 
nippaci;pli-tv-kd8:1.24.8;Atha kho jīvako komārabhacco nānābhesajjehi sappiṃ nippaci kasāvavaṇṇaṃ kasāvagandhaṃ kasāvarasaṃ. ;Jīvaka then cooked ghee with a number of medicines, but he made sure it had the color, smell, and taste of a bitter substance. 
kasāvarasaṃ;pli-tv-kd8:1.24.8;Atha kho jīvako komārabhacco nānābhesajjehi sappiṃ nippaci kasāvavaṇṇaṃ kasāvagandhaṃ kasāvarasaṃ. ;Jīvaka then cooked ghee with a number of medicines, but he made sure it had the color, smell, and taste of a bitter substance. 
caṇḍoyaṃ;pli-tv-kd8:1.24.11;Caṇḍoyaṃ rājā ghātāpeyyāpi maṃ. ;And because he’s temperamental, he might have me executed. 
vāhanāgāresu;pli-tv-kd8:1.25.2;Sādhu devo vāhanāgāresu ca dvāresu ca āṇāpetu—;Please instruct the stables and the gates: 
paññāsayojanikā;pli-tv-kd8:1.25.6;Tena kho pana samayena rañño pajjotassa bhaddavatikā nāma hatthinikā paññāsayojanikā hoti. ;At that time King Pajjota had a she-elephant called Bhaddavatikā, which could traverse 650 kilometers in a day. 
nippati;pli-tv-kd10:2.3.8;Atha kho, bhikkhave, dīghīti kosalarājā mahesiṃ ādāya paṭikacceva nagaramhā nippati. ;And he fled the town together with his queen. 
saṭṭhiyojaniko;pli-tv-kd8:1.26.6;Tena kho pana samayena rañño pajjotassa kāko nāma dāso saṭṭhiyojaniko hoti, amanussena paṭicca jāto. ;At that time King Pajjota had a slave called Kāka, whose mother was a spirit and who could traverse 780 kilometers in a day. 
bahumāyā;pli-tv-kd8:1.26.10;Ete kho, bhaṇe kāka, vejjā nāma bahumāyā. ;But Kāka, these doctors are full of tricks. 
upaḍḍhāmalakaṃ;pli-tv-kd8:1.28.4;Tassa taṃ upaḍḍhāmalakaṃ khāditaṃ tattheva nicchāresi. ;When he had eaten it, he vomited right there. 
siveyyakadussayugakathā;pli-tv-kd8:1.29.4.0;7. Siveyyakadussayugakathā ;7. The account of the two valuable cloths 
siveyyakaṃ;pli-tv-kd8:1.29.4.1;Tena kho pana samayena rañño pajjotassa siveyyakaṃ dussayugaṃ uppannaṃ hoti—;Soon afterwards King Pajjota obtained two valuable cloths. 
dussayugasahassānaṃ;pli-tv-kd8:1.29.5;bahūnaṃ dussānaṃ bahūnaṃ dussayugānaṃ bahūnaṃ dussayugasatānaṃ bahūnaṃ dussayugasahassānaṃ bahūnaṃ dussayugasatasahassānaṃ aggañca seṭṭhañca mokkhañca uttamañca pavarañca. ;They were extremely exquisite and fine, one in a million. 
dussayugasatasahassānaṃ;pli-tv-kd8:1.29.5;bahūnaṃ dussānaṃ bahūnaṃ dussayugānaṃ bahūnaṃ dussayugasatānaṃ bahūnaṃ dussayugasahassānaṃ bahūnaṃ dussayugasatasahassānaṃ aggañca seṭṭhañca mokkhañca uttamañca pavarañca. ;They were extremely exquisite and fine, one in a million. 
paccārahati;pli-tv-kd8:1.29.10;Nayidaṃ añño koci paccārahati aññatra tena bhagavatā arahatā sammāsambuddhena, raññā vā māgadhena seniyena bimbisārenāti. ;No-one is worthy of these except the Buddha, the Perfected and fully Awakened One, or King Bimbisāra. 
samattiṃsavirecanakathā;pli-tv-kd8:1.30.0;8. Samattiṃsavirecanakathā ;8. The account of the thirty purgings 
dosābhisanno;pli-tv-kd8:1.30.1;Tena kho pana samayena bhagavato kāyo dosābhisanno hoti. ;On one occasion the Buddha’s body was full of impurities. 
sinehetvā;pli-tv-kd8:1.30.9;"Atha kho āyasmā ānando bhagavato kāyaṃ katipāhaṃ sinehetvā yena jīvako komārabhacco tenupasaṅkami; upasaṅkamitvā jīvakaṃ komārabhaccaṃ etadavoca—";After doing as instructed, Ānanda returned to Jīvaka to let him know, adding, 
samattiṃsāya;pli-tv-kd8:1.31.12;Evaṃ bhagavato samattiṃsāya virecanaṃ bhavissatīti. ;adding, In this way you’ll have thirty purgings. 
samattiṃsakkhattuṃ;pli-tv-kd8:1.32.4;Na bhagavantaṃ samattiṃsakkhattuṃ virecessati, ekūnattiṃsakkhattuṃ bhagavantaṃ virecessati. ;But he’ll only be purged twenty-nine times. 
ekūnattiṃsakkhattuṃ;pli-tv-kd8:1.32.4;Na bhagavantaṃ samattiṃsakkhattuṃ virecessati, ekūnattiṃsakkhattuṃ bhagavantaṃ virecessati. ;But he’ll only be purged twenty-nine times. 
samatiṃsakkhattuṃ;pli-tv-kd8:1.32.12;Na bhagavantaṃ samatiṃsakkhattuṃ virecessati, ekūnattiṃsakkhattuṃ bhagavantaṃ virecessati. ;No translation found
yūsapiṇḍapātenāti;pli-tv-kd8:1.33.17;yāva, bhante, bhagavato kāyo pakatatto hoti, alaṃ yūsapiṇḍapātenāti. ;Sir, until your body is back to normal, please don’t take any mung-bean broth. 
varayācanākathā;pli-tv-kd8:1.33.18.0;9. Varayācanākathā ;9. The account of asking for a favor 
itarītarenapāhaṃ;pli-tv-kd8:1.35.5;Itarītarenapāhaṃ, bhikkhave, santuṭṭhiṃ vaṇṇemīti. ;But I praise contentment with one or the other. 
cīvarasahassāni;pli-tv-kd8:1.35.10;Ekāheneva rājagahe bahūni cīvarasahassāni uppajjiṃsu. ;In just a single day many thousands of robes were given at Rājagaha. 
kambalānujānanādikathā;pli-tv-kd8:2.1.0;10. Kambalānujānanādikathā ;10. Discussion on the allowance of wool 
upaḍḍhakāsinaṃ;pli-tv-kd8:2.1.1;Tena kho pana samayena kāsirājā jīvakassa komārabhaccassa aḍḍhakāsikaṃ kambalaṃ pāhesi upaḍḍhakāsinaṃ khamamānaṃ. ;On one occasion the king of Kāsi sent a valuable, woolen Kāsi cloth to Jīvaka. 
sādiyituṃ;pli-tv-kd8:3.2.4;"Anujānāmi, bhikkhave, gahapaticīvaraṃ sādiyantena paṃsukūlampi sādiyituṃ; ";I allow you to accept rags after receiving robe-cloth from a householder. 
paṃsukūlapariyesanakathā;pli-tv-kd8:4.1.0;11. Paṃsukūlapariyesanakathā ;11. Discussion on searching for rags 
nāgamitthāti;pli-tv-kd8:4.1.8;Kissa tumhe nāgamitthāti? ;We won’t give you a share. 
nāgamentānaṃ;pli-tv-kd8:4.1.10;Anujānāmi, bhikkhave, nāgamentānaṃ nākāmā bhāgaṃ dātunti. ;If you’re unwilling, you don’t have to give a share to those who don’t wait. 
cīvarapaṭiggāhakasammutikathā;pli-tv-kd8:5.1.0;12. Cīvarapaṭiggāhakasammutikathā ;12. Discussion on the appointment of a receiver of robe-cloth 
bhaṇḍāgārasammutiādikathā;pli-tv-kd8:7.1.0;13. Bhaṇḍāgārasammutiādikathā ;13. Discussion on the designation of a storeroom, etc. 
vaṇṇāvaṇṇaṃ;pli-tv-kd8:9.2.4;Anujānāmi, bhikkhave, paṭhamaṃ uccinitvā tulayitvā vaṇṇāvaṇṇaṃ katvā bhikkhū gaṇetvā vaggaṃ bandhitvā cīvarapaṭivīsaṃ ṭhapetunti. ;You should first sort the cloth, then estimate its value, followed by grouping it according to value, counting the monks, gathering the monks into groups, and finally fixing the shares of robe-cloth. 
upaḍḍhapaṭivīsaṃ;pli-tv-kd8:9.2.8;Anujānāmi, bhikkhave, sāmaṇerānaṃ upaḍḍhapaṭivīsaṃ dātunti. ;I allow you to give half a share to the novices. 
uttaritukāmo;pli-tv-kd8:9.3.1;Tena kho pana samayena aññataro bhikkhu sakena bhāgena uttaritukāmo hoti. ;On one occasion a monk wanted to take his own share and leave. 
atirekabhāgena;pli-tv-kd8:9.3.4;Tena kho pana samayena aññataro bhikkhu atirekabhāgena uttaritukāmo hoti. ;On another occasion a monk wanted to take an extra share and leave. 
atirekabhāgaṃ;pli-tv-kd8:9.3.6;Anujānāmi, bhikkhave, anukkhepe dinne atirekabhāgaṃ dātunti. ;I allow you to give an extra share to anyone who gives something in return. 
āgatapaṭipāṭiyā;pli-tv-kd18:10.1.9;Anujānāmi, bhikkhave, āgatapaṭipāṭiyā vaccaṃ kātunti. ;You should use the restroom according to the order of arrival. 
āgatāgatapaṭipāṭiyā;pli-tv-kd8:9.4.2;kathaṃ nu kho cīvarapaṭivīso dātabbo, āgatapaṭipāṭiyā nu kho udāhu yathāvuḍḍhanti? ;How should we give out the shares of robe-cloth? According to the order in which the monks have arrived or according to seniority? 
cīvararajanakathā;pli-tv-kd8:10.1.0;14. Cīvararajanakathā ;14. Discussion on the dyeing of robes 
mūlarajanaṃ;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
khandharajanaṃ;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
tacarajanaṃ;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
pattarajanaṃ;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
puppharajanaṃ;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
phalarajananti;pli-tv-kd8:10.1.5;mūlarajanaṃ, khandharajanaṃ, tacarajanaṃ, pattarajanaṃ, puppharajanaṃ, phalarajananti. ;dye from roots, dye from wood, dye from bark, dye from leaves, dye from flowers, and dye from fruit. 
sītudakāya;pli-tv-kd8:10.2.1;Tena kho pana samayena bhikkhū sītudakāya cīvaraṃ rajanti. ;The monks dyed the robes in cold water. 
sītundikāya;pli-tv-kd8:10.2.1;Tena kho pana samayena bhikkhū sītudakāya cīvaraṃ rajanti. ;The monks dyed the robes in cold water. 
sītūdakāya;pli-tv-kd8:10.2.1;Tena kho pana samayena bhikkhū sītudakāya cīvaraṃ rajanti. ;The monks dyed the robes in cold water. 
rajanakumbhinti;pli-tv-kd8:10.2.4;Anujānāmi, bhikkhave, rajanaṃ pacituṃ cullaṃ rajanakumbhinti. ;I allow a dye-pot to boil the dye. 
uttariyati;pli-tv-kd8:10.2.5;Rajanaṃ uttariyati. ;The dye boiled over. 
uttarāḷupaṃ;pli-tv-kd8:10.2.7;Anujānāmi, bhikkhave, uttarāḷumpaṃ bandhitunti. ;I allow you to attach a collar. 
rajanuḷuṅkaṃ;pli-tv-kd8:10.3.4;Anujānāmi, bhikkhave, rajanuḷuṅkaṃ daṇḍakathālakanti. ;I allow a dye-ladle, with or without a handle. 
rajanāḷuṅkaṃ;pli-tv-kd8:10.3.4;Anujānāmi, bhikkhave, rajanuḷuṅkaṃ daṇḍakathālakanti. ;I allow a dye-ladle, with or without a handle. 
daṇḍakathālakanti;pli-tv-kd8:10.3.4;Anujānāmi, bhikkhave, rajanuḷuṅkaṃ daṇḍakathālakanti. ;I allow a dye-ladle, with or without a handle. 
rajanabhājanaṃ;pli-tv-kd8:10.3.5;Tena kho pana samayena bhikkhūnaṃ rajanabhājanaṃ na saṃvijjati. ;The monks did not have a vessel for the dye. 
