id	field1	value1	field2	value2	field3	value3	comment	feedback	approved	checked	deva_comment
54345	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
21445	phonetic	ae > e					missing		yes		
70049	phonetic	"aa > a
+n (Kacc 35, 34)"					missing		yes		
51400	phonetic	aa > a					missing		yes		
71240	phonetic	ii > i					missing		yes		
13707	phonetic	aā > ā					missing		yes		
33908	phonetic	oe > o					missing		yes		
18033	phonetic	oa > ā					missing		yes		
13379	phonetic	ia > a					missing		yes		
52704	phonetic	"+m (Kacc 35, 34)
ae > e"					missing		yes		
55764	phonetic	īa > ī					missing		yes		
52356	phonetic	āa > ā					missing		yes		
52357	phonetic	āa > ā					missing		yes		
29620	phonetic	"aa > ā
iā > ā"					missing		yes		
31373	phonetic	"e > y (Kacc 17, 19)
ya > yā"					missing		yes		
23991	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
23992	phonetic	"o > v (Kacc 18, 20)
va > vā"					missing		yes		
39770	phonetic	kh > kkh (sk sk)					missing	sk sk is a little confusing!	yes		
29352	phonetic	kh > kkh (sk kṣ)					missing		yes		
46947	phonetic	kh > kkh (sk kṣ)					missing		yes		
46948	phonetic	kh > kkh (sk kṣ)					missing		yes		
46949	phonetic	kh > kkh (sk kṣ)					missing		yes		
46950	phonetic	kh > kkh (sk kṣ)					missing		yes		
46951	phonetic	kh > kkh (sk kṣ)					missing		yes		
76425	phonetic	kh > kkh (sk kṣ)					missing		yes		
78009	phonetic	kh > kkh (sk sk)					missing		yes		
25881	phonetic	g > gg (sk ṛ)					missing	make sure it's ṛ not r	yes		
56364	phonetic	g > gg (sk gh)					missing		yes		
17415	phonetic	g > gg					missing		yes		
67316	phonetic	ch > cch					missing		yes		
64858	phonetic	ch > cch					missing		yes		
46680	phonetic	j > jj (sk kj)					missing	always put the last letter and the first letter of the sanskrit	yes		
58828	phonetic	ñ > ññ (sk jñ)					missing		yes		
26764	phonetic	ṭh > ṭṭh (sk sth)					missing		yes		
27355	phonetic	t > tt (sk tr)					missing		yes		
25964	phonetic	d > dd (sk r)					missing		yes		
25963	phonetic	d > dd (sk r)					missing		yes		
65421	phonetic	dh > ddh (sk dhv)					missing		yes		
13543	phonetic	n > nn (sk m)					missing	no just normal sandhi	no	yes	
12298	phonetic	p > pp (sk pr)					missing		yes		
24932	phonetic	b > bb (sk vr)					missing		yes		
24933	phonetic	b > bb (sk vr)					missing		yes		
27494	phonetic	v > b > bb					missing	i dont think its related to sk	yes		
67657	phonetic	l > ll  (sk tl)					missing		yes		
32470	phonetic	s > ss (sk śr)					missing		yes		
60700	phonetic	āg > agg					missing		yes		
60701	phonetic	āg > agg					missing		yes		
51609	phonetic	āph > apph					missing	always include the aspirate, the letter is ph not p	yes		
51613	phonetic	āb > abb					missing		yes		
51614	phonetic	āb > abb					missing		yes		
29352	phonetic	kh > kkh (sk kṣ)					missing		yes		
10522	phonetic	kh > kkh (sk sk)					missing		yes		
22489	phonetic	m > mm					missing		yes		
22350	phonetic	n > nn					missing		yes		
25997	phonetic	rv > vv > bb					missing		yes		
54217	phonetic	kh > kkh (sk kṣ)					missing		yes		
48164	phonetic	b > bb (sk vr)					missing	its sk vr	yes		
26778	phonetic	p > pp (sk pr)					missing		yes		
34952	phonetic	p > pp (sk pr)					missing		yes		
42690	phonetic	aa > a					missing		yes		
48388	phonetic	p > pp (sk pr)					missing		yes		
60764	phonetic	āp > app					missing		yes		
60765	phonetic	āp > app					missing		yes		
35552	phonetic	aa > a					missing		yes		
46910	phonetic	aa > ā					missing		yes		
7087	phonetic	aā > ā					missing		yes		
7088	phonetic	aā > ā					missing		yes		
7083	phonetic	aā > ā					missing		yes		
7084	phonetic	aā > ā					missing		yes		
7131	phonetic	pi > py > pp					missing		yes		
7133	phonetic	pi > py > pp					missing		yes		
73908	phonetic	"pi > py > pp
ai > i"					missing		yes		
77892	phonetic	"pi > py > pp
āa > ā"					missing		yes		
9819	phonetic	oa > a					missing		yes		
56386	phonetic	tk > kk					missing		yes		
22487	phonetic	au > ū					missing		yes		
31234	phonetic	au > u					missing		yes		
26419	phonetic	"m > mm (sk rm)
a > ā"					missing	sk rm not r	yes		
46891	phonetic	aa > ā					missing		yes		
8667	phonetic	aa > a					missing		yes		
19351	phonetic	aa > a					missing		yes		
30585	phonetic	aa > a					missing		yes		
32088	phonetic	aa > ā					missing		yes		
32086	phonetic	aa > ā					missing		yes		
19617	phonetic	ñ > ññ (sk jñ)					missing		yes		
35186	phonetic	aa > a					missing		yes		
71237	phonetic	ae > e					missing		yes		
46750	phonetic	bh > bbh (sk rbh)					missing	sk rbh not just r	yes		
4161	phonetic	aa > ā					missing		yes		
50951	phonetic	ñ > ññ (sk jñ)					missing		yes		
59010	phonetic	aa > ā					missing		yes		
63746	phonetic	aa > ā					missing		yes		
7015	phonetic	aa > a					missing		yes		
7016	phonetic	aa > a					missing		yes		
18876	phonetic	aa > a					missing		yes		
22785	phonetic	aa > ā					missing		yes		
22792	phonetic	aa > ā					missing		yes		
67347	phonetic	aa > ā					missing		yes		
12113	phonetic	aa > ā					missing		yes		
12109	phonetic	aa > a					missing		yes		
14706	phonetic	aā > ā					missing		yes		
34955	phonetic	aa > ā					missing		yes		
7047	phonetic	s > ss (sk śr)					missing		yes		
22605	phonetic	au > ū					missing		yes		
29635	phonetic	au > u					missing		yes		
32922	phonetic	p > pp (sk pr)					missing		yes		
39943	phonetic	ai > i					missing		yes		
50950	phonetic	ñ > ññ (sk jñ)					missing		yes		
56038	phonetic	aa > ā					missing		yes		
60953	phonetic	aā > ā					missing		yes		
76729	phonetic	āp > app					missing		yes		
17776	phonetic	au > u					missing		yes		
20982	phonetic	ch > cch					missing		yes		
39950	phonetic	"au > u
kh > kkh (sk sk)"					missing		yes		
46739	phonetic	p > pp (sk rp)					missing		yes		
2415	phonetic	aa > ā					missing		yes		
3406	phonetic	āā > ā					missing		yes		
58733	phonetic	tp > pp					missing		yes		
9473	phonetic	tp > pp					missing		yes		
11810	phonetic	p > pp (sk pr)					missing		yes		
14526	phonetic	aa > ā					missing		yes		
46931	phonetic	aa > ā					missing		yes		
46932	phonetic	aa > ā					missing		yes		
64893	phonetic	aa > ā					missing		yes		
67352	phonetic	au > ū					missing		yes		
67799	phonetic	p > pp (sk pr)					missing		yes		
59003	phonetic	aā > ā					missing		yes		
66201	phonetic	p > pp (sk pr)					missing		yes		
34288	phonetic	t > tt (sk tr)					missing		yes		
34289	phonetic	t > tt (sk tr)					missing		yes		
2592	phonetic	au > u					missing		yes		
3180	construction	adhicittaṃ + anuyutta					alutta		yes		
3180	compound_type	alutta dutiyā tappurisa	compound_construction	adhicitt<b>aṃ</b> + anuyutta			alutta		yes		
3180	phonetic	ṃa > ma					missing		yes		
17749	phonetic	aā > ā					missing		yes		
17748	phonetic	aā > ā					missing		yes		
17747	phonetic	aā > ā					missing		yes		
52307	phonetic	aa > ā					missing		yes		
58214	phonetic	au > u					missing		yes		
58215	phonetic	au > u					missing		yes		
59015	phonetic	aā > ā					missing		yes		
59017	phonetic	aā > ā					missing		yes		
59016	phonetic	aā > ā					missing		yes		
3019	phonetic	kh > kkh (sk kṣ)					missing		yes		
7928	phonetic	aa > ā					missing		yes		
15955	phonetic	au > u					missing		yes		
15956	phonetic	"au > u
aa > ā"					missing		yes		
25792	phonetic	aa > ā					missing		yes		
42249	phonetic	kh > kkh (sk kṣ)					missing		yes		
30349	phonetic	aa > ā					missing		yes		
30348	phonetic	aa > ā					missing		yes		
32476	phonetic	ia > ā					missing		yes		
32568	phonetic	ee > e					missing		yes		
38817	phonetic	ae > e					missing		yes		
38882	phonetic	ie > e					missing		yes		
40356	phonetic	aa > ā					missing		yes		
54844	phonetic	aa > ā					missing		yes		
4984	phonetic	g > gg (sk gr)					missing		yes		
37770	phonetic	g > gg (sk gr)					missing		yes		
56039	phonetic	aā > ā					missing		yes		
56042	phonetic	aa > ā					missing		yes		
58839	phonetic	aa > a					missing		yes		
21245	phonetic	s > ss (sk sm)					missing	just sm not smṛ, the ṛ is the vowel of sati	yes		
29592	phonetic	aa > ā					missing		yes		
44000	phonetic	ṭh > ṭṭh (sk sth)					missing		yes		
48208	phonetic	s > ss (sk śr)					missing		yes		
53549	phonetic	ṭh > ṭṭh (sk sth)					missing		yes		
22811	phonetic	ii > i					missing		yes		
62402	phonetic	aṃa > a					missing		yes		
7103	phonetic	ai > i					missing		yes		
20301	phonetic	aa > a					missing		yes		
22668	phonetic	aa > ā					missing		yes		
24459	phonetic	aa > a					missing		yes		
29674	phonetic	p > pp (sk pr)					missing		yes		
34993	phonetic	au > ū					missing		yes		
40127	phonetic	au > u					missing		yes		
46559	phonetic	aa > ā					missing		yes		
56062	phonetic	au > u					missing		yes		
57611	phonetic	iā > ā					missing		yes		
63537	phonetic	aā > ā					missing		yes		
2901	phonetic	aā > ā					missing		yes		
72827	phonetic	aā > ā					missing		yes		
32597	phonetic	aā > ā					missing		yes		
31319	phonetic	aṃa > ā					missing		yes		
38509	phonetic	aa > ā					missing		yes		
45378	phonetic	aa > ā					missing		yes		
58895	phonetic	aa > ā					missing		yes		
60516	phonetic	p > pp (sk pr)					missing		yes		
13716	phonetic	ae > e					missing		yes		
20422	phonetic	ae > e					missing		yes		
23324	phonetic	aa > ā					missing		yes		
27162	phonetic	ei > e					missing		yes		
29642	phonetic	ae > e					missing		yes		
32880	phonetic	kh > kkh (sk sk)					missing		yes		
36619	phonetic	aa > ā					missing		yes		
44406	phonetic	ae > e					missing		yes		
53194	phonetic	ee > e					missing		yes		
54110	phonetic	uā > ā					missing		yes		
54202	phonetic	ui > ī					missing		yes		
67853	phonetic	au > ū					missing		yes		
73906	phonetic	ṃ > d					missing	i dont think these are necessary ṃ > d	no	yes	
8511	phonetic	g > gg (sk gr)					missing		yes		
12961	phonetic	g > gg (sk gr)					missing		yes		
17749	phonetic	aā > ā					missing		yes		
23258	phonetic	aa > a					missing		yes		
31028	phonetic	ea > e					missing		yes		
31219	phonetic	aa > a					missing		yes		
32881	phonetic	kh > kkh (sk kṣ)					missing		yes		
51190	phonetic	g > gg (sk gr)					missing		yes		
74148	phonetic	aa > a					missing		yes		
2826	phonetic	oa > o					missing		yes		
16318	phonetic	kh > kkh (sk sk)					missing		yes		
25014	phonetic	p > pp (sk pr)					missing		yes		
30404	phonetic	aa > ā					missing		yes		
33018	phonetic	au > ū					missing		yes		
33019	phonetic	au > ū					missing		yes		
3513	phonetic	"ñ > ññ (sk jñ)
ii > ī
ii > i"					missing		yes		
9416	phonetic	s > ss (sk śr)					missing		yes		
29306	phonetic	"ṃh > ñh
ia > i"					missing		yes		
30196	phonetic	ae > e					missing		yes		
48931	phonetic	aa > ā					missing		yes		
52364	phonetic	aa > a					missing		yes		
52797	phonetic	aā > ā					missing		yes		
53667	phonetic	āa > ā					missing		yes		
54173	phonetic	aa > a					missing		yes		
73909	phonetic	au > ū					missing		yes		
10777	phonetic	p > pp (sk pr)					missing		yes		
22417	source_1	VIN4.8.202	sutta_1	jīvakavatthu	example_1	atha kho rājagahako negamo sālavatiṃ <b>kumāriṃ</b> gaṇikaṃ vuṭṭhāpesi.	canonical		yes		
22417	source_2	AN5.58	sutta_2	licchavikumārakasuttaṃ	example_2	ime, bhante, licchavikumārakā caṇḍā pharusā apajahā... kul'itthīnam'pi kula<b>kumārīnam</b>'pi pacchāliyaṃ khipanti.	canonical		yes		
78104	source_2	SNP13	sutta_2	"ratanasuttaṃ
cūḷavaggo 1"	example_2	"khīṇaṃ <b>purāṇaṃ</b> navaṃ n'atthi sambhavaṃ,
virattacitt'āyatike bhavasmiṃ. 
te khīṇabījā avirūḷhichandā,
nibbanti dhīrā yath'āyaṃ padīpo."	missing		yes		
4492	compound_type	chaṭṭhī tappurisa	compound_construction	sāsan<b>assa</b> + ārakkha			missing		yes		
4492	stem	sāsanārakkh	pattern	a masc			correct spelling		yes		
4492	lemma_1	sāsanārakkha					correct spelling		yes		
4492	lemma_2	sāsanārakkho					correct spelling		yes		
4492	phonetic	aā > ā					missing		yes		
21337	meaning_lit	causing to do					lit		yes		
7464	notes						from comm		yes		
31037	phonetic	aṃi > i					correct		yes		
71531	meaning_lit	who causes to yoke down					cause		yes		
54012	meaning_1	as long as … then; as far as ... that much; until ... to that extent					missing		yes		
21558	meaning_1	dark brown; almost black					since kāḷa is black		yes		
41690	meaning_1	falls (on); lands (on)					repitition		yes		
58464	meaning_lit	I ran along					missing I		yes		
25894	phonetic	t > tt (sk rt)					missing		yes		
2975	phonetic	d > dd (sk dṛ)					missing	no, the ṛ becomes the vowel not a consonant. ṛ is in the vowels in sk, not in the consonants like rrrrrussian	no	yes	
13543	phonetic	ṃn > nn					correct		yes		
6981	phonetic	"p > pp (sk pr)
a > ā"					missing	order ph according to word	yes		
2211	phonetic	p > pp (sk pr)					missing		yes		
7287	phonetic	"bh > bbh
ī > ay"					missing		yes		
47463	phonetic	"u > o
bh > bbh (sk rbh)"					missing	include sk last letter (r) and first letter of the next word (bh)	yes		
64953	phonetic	"y > yy
āa > ā"					missing	order ph according to order in words	yes		
44770	phonetic	s > ss (sk sv)					missing	sk sv not pr	yes		
399	phonetic	ākh > akkh					missing		yes		
8726	phonetic	ṃh > ñh					missing		yes		
18065	phonetic	ṃh > ñh					missing		yes		
53501	phonetic	"ṃy > ññ
ṃ > d (Kacc 34, 52)"					missing		yes		
48572	phonetic	aṃ > a (elision)					missing		yes		
48570	phonetic	"dht > ddh
aṃ > a (elision)"					missing		yes		
44406	phonetic	"ae > e
ānaṃ > aṃ > a (elision)"					missing	even more eleision than aṃ > a	yes		
56022	phonetic	iṃ > i (elision)					correct		yes		
29303	phonetic	"+y (Kacc 35, 34)
ṃy > ññ"					missing		yes		
39317	phonetic	"+y (Kacc 35, 34)
ṃy > ññ"					missing		yes		
10853	phonetic	ṃt > nt					missing	"if you're going to add ""ṃi > ṃ (elision)"" then there are hundreds to add?"	yes		
21728	phonetic	ṃt > nt					correction	see above	yes		
21727	phonetic	ṃt > nt					correction	see above	yes		
7009	phonetic	ṃp > mp					missing	see above	yes		
33371	phonetic	ṃp > mp					correction	see above	yes		
51425	phonetic	ṃp > mp					correction	see above	yes		
18114	phonetic	ṃp > mp					missing	see above	yes		
20875	phonetic	ṃp > mp					missing	see above	yes		
8726	phonetic	ṃh > ñh					missing		yes		
53501	phonetic	"ṃy > ññ
ṃ > d (Kacc 34, 52)"					missing		yes		
57367	root_sign	a					missing		yes		
57367	family_root	saṃ √jhe					missing		yes		
57367	phonetic	ṃjh > ñjh					missing		yes		
57367	root_key	√jhe					missing		yes		
57367	construction	saṃ + √jhe + ā					missing		yes		
19805	phonetic	"ṃc > ñc
aā > ā"					missing		yes		
29304	phonetic	"+y (Kacc 35, 34)
ṃy > ññ
ae > e"					missing		yes		
54022	phonetic	"+ṃ (Kacc 35, 34)
ṃc > ñc"					correction		yes		
54022	construction	yāva + [ṃ] + ca + idaṃ					correction		yes		
10843	phonetic	"+y (Kacc 35, 34)
ṃy > ññ
ae > e"					correction		yes		
13613	phonetic	"aṃ > a (elision)
p > pp (sk pr)"					correction		yes		
9885	source_2	UD78	sutta_2	visākhāsuttaṃ	example_2	yesaṃ ekaṃ piyaṃ, ekaṃ tesaṃ dukkhaṃ, yesaṃ n'atthi piyaṃ, n'atthi tesaṃ dukkhaṃ, <b>asokā</b> te virajā anupāyāsā'ti vadāmī'ti	not the same example		yes		
54047	source_2		sutta_2		example_2		here it is yāva (see yāvañcidaṃ)		yes		
34955	meaning_1	observing phenomena; who watches mental phenomena; (or) observing the nature of things					as MN 118 suggests		yes		
57680	source_2		sutta_2		example_2		it is meaning of sattaka 2.1		yes		
1576	source_2	KHP9	sutta_2	karaṇīya mettasuttaṃ	example_2	"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci naṃ kañci,
byārosanā, paṭīghasaññā,
n'<b>āññam'aññassa</b> dukkham'iccheyya."	missing		yes		
1576	meaning_1	each other's; one to another					missing espesially from KHP9		yes		
52655	meaning_1	speaking in moderation; who is measured in speech					typo		yes		
45650	compound_type	kammadhāraya > bahubbīhi	compound_construction	pāpa + icchā			missing		yes		
48169	compound_type	kammadhāraya > bahubbīhi	compound_construction	bahu + bhāṇī			missing		yes		
32120	compound_type	tatiyā tappurisa > bahubbīhi	compound_construction	dassan<b>ena</b> + sampanna			missing		yes		
17683	compound_type	kammadhāraya > bahubbīhi	compound_construction	eka + vihārī			missing		yes		
21448	compound_type	tatiyā tappurisa > bahubbīhi	compound_construction	kāl<b>ena</b> + vādī			missing		yes		
19635	compound_type	kammadhāraya > bahubbīhi	compound_construction	kata + puñña			missing		yes		
7526	compound_type	kammadhāraya > bahubbīhi	compound_construction	na + bhāvitacitta			missing		yes		
49833	compound_type	kammadhāraya > bahubbīhi	compound_construction	bhāvita + citta			missing		yes		
7528	compound_type	kammadhāraya > bahubbīhi	compound_construction	na + bhāvitapañña			missing		yes		
49839	compound_type	kammadhāraya > bahubbīhi	compound_construction	bhāvita + pañña			missing		yes		
7529	compound_type	kammadhāraya > bahubbīhi	compound_construction	na + bhāvitasīla			missing		yes		
49840	compound_type	kammadhāraya > bahubbīhi	compound_construction	bhāvita + sīla			missing		yes		
13543	compound_type	kammadhāraya > bahubbīhi	compound_construction	itthaṃ + nāma			missing		yes		
60841	compound_type	kammadhāraya > bahubbīhi	compound_construction	sammā + samādhi			missing		yes		
22101	compound_type	dutiyā tappurisa > bahubbīhi	compound_construction	kukkucc<b>aṃ</b> + vūpasanta			missing		yes		
18155	compound_type	kammadhāraya > bahubbīhi	compound_construction	evaṃ + diṭṭhī			missing		yes		
18200	compound_type	kammadhāraya > bahubbīhi	compound_construction	evaṃ + vādī			missing		yes		
