"id"	"sbs_class_anki"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"	"sbs_category"	"sbs_audio"
"26562"	""	""	""	""	""	""	""	""	""	""	"Sri Lanka"	"buddha-vassa-sajjhāyanā"	"ayaṃ vasabhasaṃvacchare gimhānautu. asmiṃ utumhi <b>citta</b>māsassa kāḷapakkhe catutthaṃ, ravivāram'idan'ti daṭṭhabbaṃ."	""	""	""	"VISM 2.20"	"rūpasattakasammasanakathāvaṇṇanā"	"so pana vassāno utu sāvaṇapoṭṭhapādamāsā, assayujakattikamāsā sarado, māgasiraphussamāsā hemanto, māghaphaggunamāsā sisiro, <b>citta</b>vesākhamāsā vasanto, jeṭṭh'āsaḷhamāsā gimho utū'ti veditabbo."	""	""	""	""	""	"[sound:citta.mp3]"
"26566"	""	""	""	""	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"12n"	""	"[sound:coming-soon.mp3]"
"26567"	""	""	""	""	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"12n"	""	"[sound:coming-soon.mp3]"
"26576"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26580"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26581"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26582"	"8"	""	""	""	"Ti-lakkhaṇā"	"The Three Characteristics"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10n"	""	"[sound:cittaklesa.mp3]"
"26586"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26587"	""	""	""	""	""	""	""	""	""	""	"AN 10.76"	"tayodhammasuttaṃ"	"so sīlavā samāno bhabbo ariyānaṃ a'dassanakamyataṃ pahātuṃ ariyadhammassa a'sotukamyataṃ pahātuṃ upārambha<b>cittataṃ</b> pahātuṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"26596"	""	""	""	""	"Ānāpānassati"	"Mindfulness of Breathing"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"22n"	""	"[sound:coming-soon.mp3]"
"26605"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26611"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26614"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26616"	"24"	""	""	""	""	""	""	""	""	""	"DHP 040"	"cittavaggo"	"kumbh'ūpamaṃ kāyam'imaṃ viditvā, nagar'ūpamaṃ <b>cittam'idaṃ</b> ṭhapetvā. 
yodhetha māraṃ paññ'āvudhena, jitañ'ca rakkhe anivesano siyā."	""	""	""	""	""	""	""	""	""	""	"d"	""
"26627"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26630"	""	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"26631"	""	""	""	""	"Ānāpānassati"	"Mindfulness of Breathing"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"22n"	""	"[sound:coming-soon.mp3]"
"26645"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26660"	"18"	""	""	""	""	""	""	""	""	""	"AN 4.49"	"vipallāsasuttaṃ"	"anattani, bhikkhave, attā'ti saññāvipallāso <b>cittavipallāso</b> diṭṭhivipallāso."	""	""	""	""	""	""	""	""	""	""	""	""
"26664"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26667"	""	""	""	""	""	""	""	"Satta-sambojjhaṅgā"	"The Seven Factors of Awakening"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"20n"	""	"[sound:coming-soon.mp3]"
"26669"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26675"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26682"	""	""	""	""	""	""	""	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"21n"	""	"[sound:coming-soon.mp3]"
"26689"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26690"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26711"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26713"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 251"	"raṭṭhapālattheragāthā"	"kāmā hi <b>citrā</b> madhurā manoramā, virūparūpena mathenti cittaṃ. 
ādīnavaṃ kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"12n"	""	"[sound:coming-soon.mp3]"
"26720"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26733"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26739"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 257"	"pārāpariyattheragāthā"	"nīcā niviṭṭhā subharā, mudū atthaddhamānasā.
abyāsekā amukharā, attha<b>cintā</b> vas'ānugā. "	"Pārāpariya-thera-gāthā"	"From the Elder Pārāpariya"	"Verses"	"13n"	""	"[sound:cintā.mp3]"
"26759"	""	""	""	""	""	""	""	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	"05n"	""	"[sound:coming-soon.mp3]"
"26760"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26764"	"15"	""	""	""	""	""	""	"Bodhipakkhiya-dhammā"	"Requisites for Awakening"	"Teachings"	"AN 5.29"	"caṅkamasuttaṃ"	"addhānakkhamo hoti, padhānakkhamo hoti, appābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi <b>ciraṭṭhitiko</b> hoti."	""	""	""	""	""	""	""	""	""	"19n"	""	"[sound:coming-soon.mp3]"
"26775"	"6"	""	""	""	""	""	""	""	""	""	"AN 7.23"	"paṭhamasattakasuttaṃ"	"yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cirapabbajitā</b> saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti"	"Aparihāniya-dhammā"	"Principles of Non-Decline"	"Teachings"	""	""	""	""	""	""	"27n"	""	"[sound:cirapabbajita.mp3]"
"26778"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26779"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26786"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26789"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26795"	"6"	"13"	""	""	""	""	""	""	""	""	"AN 7.23"	"paṭhamasattakasuttaṃ"	"yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cira</b>pabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti"	"Aparihāniya-dhammā"	"Principles of Non-Decline"	"Teachings"	""	""	""	""	""	""	"27n"	""	"[sound:ciraṃ.mp3]"
"26796"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26797"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26813"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN 75"	"māgaṇḍiyasuttaṃ"	"tam'enaṃ aññataro puriso telamalikatena sāhuḷi<b>cīrena</b> vañceyya, idaṃ te, ambho purisa, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti. so taṃ paṭiggaṇheyya, paṭiggahetvā pārupeyya."	""	""	""	""	"e"	""
"26826"	"2"	"9"	""	""	"Cattaro parikkhāra"	"The Four Requisites"	"Reflections"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"VIN 1.4.1.2"	"udositasikkhāpadaṃ"	"aparikkhittaṃ hoti, yasmiṃ gabbhe <b>cīvaraṃ</b> nikkhittaṃ hoti tasmiṃ gabbhe vatthabbaṃ, hatthapāsā vā na vijahitabbaṃ."	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:cīvara.mp3]"
"26831"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26833"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26834"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26837"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26839"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26840"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26841"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26856"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26861"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26874"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26877"	"6"	""	""	""	""	""	""	""	""	""	"VIN PAT NP 8"	"paṭhamaupakkhaṭa sikkhāpada"	"tatra ce so bhikkhu, pubbe appavārito, upasaṅkamitvā<b> cīvare vikappaṃ āpajjeyya</b>"	""	""	""	""	""	""	""	""	""	""	""	"[sound:cīvare vikappaṃ āpajjati.mp3]"
"26879"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"26881"	""	""	""	""	""	""	""	""	""	""	"MN 10.8"	"mahāsatipaṭṭhānasuttaṃ"	"puna caparaṃ bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikāni pūtīni <b>cuṇṇaka</b>jātāni"	""	""	""	"TH 251"	"raṭṭhapālattheragāthā"	"alattakakatā pādā, mukhaṃ <b>cuṇṇaka</b>makkhitaṃ. 
alaṃ bālassa mohāya, no ca pāragavesino."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"12n"	""	"[sound:coming-soon.mp3]"
"26883"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26884"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH 251"	"raṭṭhapālattheragāthā"	"alattakakatā pādā, mukhaṃ <b>cuṇṇakamakkhitaṃ</b>. 
alaṃ bālassa mohāya, no ca pāragavesino."	"Raṭṭhapāla-thera-gāthā"	"From the Elder Raṭṭhapāla"	"Verses"	"12n"	""	"[sound:coming-soon.mp3]"
"26896"	"6"	"11"	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"AN 4.171"	"cetanāsuttaṃ"	"ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā tamhā kāyā <b>cutā</b> āgāmino honti āgantāro itthattaṃ?"	""	""	""	""	""	""	""	""	""	"18n"	""	"[sound:cuta.mp3]"
"26899"	""	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"26902"	""	""	""	""	""	""	""	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"18n"	"e"	"[sound:coming-soon.mp3]"
"26903"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN 39"	"mahāassapurasuttaṃ"	"so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte sattānaṃ <b>cut'ūpapātañāṇāya</b> cittaṃ abhininnāmeti."	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"18n"	""	"[sound:coming-soon.mp3]"
"26906"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26911"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26917"	""	""	""	""	""	""	""	""	""	""	"Sri Lanka"	"buddha-vassa-sajjhāyanā"	"ayaṃ vasabhasaṃvacchare hem'antautu. asmiṃ utumhi māghamāsassa kāḷapakkhe <b>cuddasamaṃ</b>, candavāram'idan'ti daṭṭhabbaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"26919"	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26952"	"21"	""	""	""	""	""	""	""	""	""	"UD 50"	"cūḷapanthakasuttaṃ"	"addasā kho bhagavā āyasmantaṃ <b>cūḷa</b>panthakaṃ avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā."	""	""	""	""	""	""	""	""	""	""	""	""
"26959"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26971"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"26976"	"21"	""	""	""	""	""	""	""	""	""	"UD 50"	"cūḷapanthakasuttaṃ"	"addasā kho bhagavā āyasmantaṃ <b>cūḷapanthakaṃ</b> avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā."	""	""	""	""	""	""	""	""	""	""	""	""
"27021"	"6"	"13"	""	""	""	""	""	"Tāyana-gāthā"	"On Protection"	"Verses"	"VIN PAT NP 8"	"paṭhamaupakkhaṭa sikkhāpada"	"tatra <b>ce</b> so bhikkhu, pubbe appavārito, upasaṅkamitvā cīvare vikappaṃ āpajjeyya"	""	""	""	""	""	""	""	""	""	"14n"	"p"	"[sound:ce.mp3]"
"27022"	""	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"d"	"[sound:ce.mp3]"
"27023"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27033"	""	""	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"27036"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27040"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27048"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27050"	""	""	""	""	""	""	""	""	""	""	"MIL 2.3.11"	"cetanālakkhaṇa pañho"	"bhante nāgasena, kiṃlakkhaṇā cetanā'ti? <b>cetayita</b>lakkhaṇā, mahārāja, cetanā abhisaṅkharaṇalakkhaṇā cā'ti."	""	""	""	""	""	""	""	""	""	""	""	""
"27051"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MIL 2.3.11"	"cetanālakkhaṇa pañho"	"evam'eva kho, mahārāja, idh'ekacco puggalo akusalaṃ kammaṃ cetanāya <b>cetayitvā</b> kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjeyya."	""	""	""	""	""	""
"27052"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN 6.2"	"gāravasuttaṃ"	"ye ca atītā sambuddhā, ye ca buddhā anāgatā. 
yo <b>c'eta'r'ahi</b> sambuddho, bahunnaṃ sokanāsano."	"Dhamma-gārava"	"Respect for the Dhamma"	"Verses"	"07n"	""	"[sound:coming-soon.mp3]"
"27053"	"19"	"18"	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	"MN 30"	"cūḷasāropamasuttaṃ"	"akuppā <b>ceto</b>vimutti etad'attham'idaṃ brāhmaṇa brahmacariyaṃ"	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"27054"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"27056"	"7"	""	""	""	""	""	""	"Ratana-sutta"	""	"Protective Recitations"	"MN 107"	"gaṇakamoggallānasuttaṃ"	"so abhijjhaṃ loke pahāya vigat'ābhijjhena <b>cetasā </b>viharati abhijjhāya cittaṃ parisodheti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	"52n"	""	"[sound:cetasā.mp3]"
"27058"	""	"11"	""	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"27062"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27063"	"15"	""	""	""	""	""	""	"Ariy’aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	"SN 12.15"	"kaccānagottasuttaṃ"	"tañ'c'āyaṃ upay'upādānaṃ <b>cetaso</b> adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti."	""	""	""	""	""	""	""	""	""	"21n"	"e"	"[sound:coming-soon.mp3]"
"27076"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27077"	"16"	""	""	""	""	""	""	""	""	""	"MN 95"	"caṅkīsuttaṃ"	"no <b>c'etaṃ</b> chando jāyetha, na'y'idaṃ ussaheyya, no ce'te dhammā nijjhānaṃ khameyyuṃ, na'y'idaṃ chando jāyetha."	""	""	""	""	""	""	""	""	""	""	""	""
"27084"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27087"	""	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27090"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27092"	""	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27095"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27111"	"3"	"3"	""	""	""	""	""	""	""	""	"SN 35.248"	"yavakalāpisuttaṃ"	"sace so assutavā puthujjano āyatiṃ punabbhavāya <b>ceteti</b>, evañ'hi so moghapuriso suhatataro hoti, seyyathā'pi sā yavakalāpī sattamāya byābhaṅgiyā haññamānā."	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:ceteti.mp3]"
"27132"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27133"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27138"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"27142"	""	""	""	""	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"23n"	""	"[sound:coming-soon.mp3]"
"27150"	"8"	""	""	""	""	""	""	""	""	""	"MN 43"	"mahāvedallasuttaṃ"	"dve kho, āvuso, paccayā animittāya<b> cetovimuttiyā</b> samāpattiyā, sabbanimittānañ'ca amanasikāro, animittāya ca dhātuyā manasikāro."	""	""	""	""	""	""	""	""	""	""	"e"	"[sound:cetovimutti.mp3]"
"27152"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27153"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27159"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27161"	""	""	""	""	""	""	""	"Khem’ākhema-saraṇa-gamana"	"Going to True and False Refuges"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	"08n"	""	"[sound:coming-soon.mp3]"
"27162"	"21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27164"	"16"	""	""	""	""	""	""	""	""	""	"MN 21"	"kakacūpamasuttaṃ"	"ubhatodaṇḍakena <b>ce'pi</b>, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatrā'pi yo mano padūseyya, na me so tena sāsanakaro."	""	""	""	""	""	""	""	""	""	""	"e"	""
"27166"	"11"	""	""	""	""	""	""	""	""	""	"AN 8.74"	"dutiya maraṇassatisuttaṃ"	"seyyathā'pi āditta<b>celo</b> vā ādittasīso vā, tass'eva <b>celassa</b> vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya."	""	""	""	""	""	""	""	""	""	""	""	"[sound:cela.mp3]"
"27179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27180"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27181"	"13"	""	""	""	""	""	""	"Cha sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	"VIN PAT SA 13"	"kuladūsaka sikkhāpada"	"tassa kho pāpakā samācārā dissanti<b> c'eva </b>suyyanti ca kulāni ca tena duṭṭhāni dissanti c'eva suyyanti ca"	""	""	""	""	""	""	""	""	""	"26n"	"pe"	"[sound:coming-soon.mp3]"
"27182"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27183"	"20"	""	""	""	""	""	""	""	""	""	"VIN PAT PC 70"	"kaṇṭaka sikkhāpada"	"ajja't'agge te, āvuso, samaṇ'uddesa na <b>c'eva</b> so bhagavā satthā apadisitabbo"	""	""	""	""	""	""	""	""	""	""	"p"	""
"27186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27189"	""	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27197"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27199"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27202"	""	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27207"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27209"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27215"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN 1.1.2"	"dutiyapārājikaṃ"	"sāmikā taṃ bhikkhuṃ <b>codesuṃ</b>, assamaṇo'si tvan'ti."	""	""	""	""	""	""
"27224"	"4"	"2"	""	""	""	""	""	""	""	""	"MN 86"	"aṅgulimālasuttaṃ"	"<b>coro</b> ahaṃ pure āsiṃ, aṅgulimālo'ti vissuto.
vuyhamāno mah'oghena, buddhaṃ saraṇam'āgamaṃ."	""	""	""	""	""	""	""	""	""	""	"p"	"[sound:cora.mp3]"
"27227"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"e"	""
"27231"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN 23.5"	"pāyāsisuttaṃ"	"yāv'āhaṃ tesaṃ uddisitvā āgacchāmī'ti, udāhu vippalapan'tass'eva <b>coraghātā</b> sīsaṃ chindeyyun'ti?"	""	""	""	""	""	""
"27239"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27251"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27262"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"27264"	"12"	"12"	""	""	""	""	""	""	""	""	"SNP 13"	"ratanasuttaṃ
cūḷavaggo 1"	"catūh'apāyehi ca vippamutto, 
<b>cha</b> cābhiṭhānāni abhabbo kātuṃ"	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	"52n"	""	"[sound:coming-soon.mp3]"
"27279"	"13"	""	""	""	""	""	""	""	""	""	"VIN PAT NP 10"	"rāja sikkhāpada"	"catukkhattuṃ, pañcakkhattuṃ, <b>chakkhattu'paramaṃ</b> tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"27280"	"13"	""	""	""	""	""	""	""	""	""	"VIN PAT NP 10"	"rāja sikkhāpada"	"catukkhattuṃ, pañcakkhattuṃ, <b>chakkhattu</b>'paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ."	""	""	""	""	""	""	""	""	""	""	""	""
"27287"	""	""	""	""	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"52n"	""	"[sound:coming-soon.mp3]"
